index,smiles,name,opsin_smiles,std_original,std_opsin
25213,CC(C)OC(=O)OCO/N=[N+](/[O-])N(C)CCO,propan-2-yl (((iminioaminooxy)methyl)oxy)formate,[NH2+]=NOCOC(=O)OC(C)C,CC(C)OC(=O)OCO/N=[N+](/[O-])N(C)CCO,CC(C)OC(=O)OCON=N
25228,COc1ccc2c(c1)C(=O)CC1(CCN(C(=O)C(C)(C)C)C1)O2,"8-methoxyspiro[2-oxabicyclo[4.4.0]deca-1(6),7,9-triene-3,3'-(1-(pyrrolidin-1-yl)-2,2-dimethylpropane)]-1'-one-5-one",,COc1ccc2c(c1)C(=O)CC1(CCN(C(=O)C(C)(C)C)C1)O2,
25329,N#CC(=C=[N-])C1=C(C#N)[C@H](c2ccccc2)[C@H]([n+]2ccccc2)[C@](O)(c2ccccc2)N1,"2-((4S,5S,6R)-6-hydroxy-3-(nitrilomethyl)-4,6-diphenyl-5-(pyridin-1-ium-1-yl)-1-azacyclohex-2-en-2-yl)-3-iminoprop-2-enenitrile",O[C@@]1([C@H]([C@H](C(=C(N1)C(C#N)=C=N)C#N)C1=CC=CC=C1)[N+]1=CC=CC=C1)C1=CC=CC=C1,N#CC(=C=[N-])C1=C(C#N)[C@H](c2ccccc2)[C@H]([n+]2ccccc2)[C@](O)(c2ccccc2)N1,N#CC(=C=N)C1=C(C#N)[C@H](c2ccccc2)[C@H]([n+]2ccccc2)[C@](O)(c2ccccc2)N1
25373,C=C1[C-]=C([O-])[C+]=C([CH2+])C1=C,"5-methyl-3,4-dimethylidenecyclohexa-1,5-dien-1-olate",CC=1C(C(C=C(C1)[O-])=C)=C,C=c1c(C)[c+]c(=O)[c-]c1C,C=c1cc(O)cc(C)c1=C
25447,O=C1CC2(CCN(C(=O)c3cnc(-c4ccc(Cl)cc4)[nH]c3=O)CC2)Oc2ccccc21,"5-((2'-oxaspiro[piperidine-4,3'-bicyclo[4.4.0]deca-1(10),6,8-triene]-1-yl-5'-one)carbonyl)-2-(4-chlorophenyl)-1,3-diazacyclohexa-1,5-dien-4-one",,O=C1CC2(CCN(C(=O)c3c[nH]c(-c4ccc(Cl)cc4)nc3=O)CC2)Oc2ccccc21,
25540,C#C[C@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,"(1S,2R,4S,10R,11S,14S,15S)-15-(ethynyl)-15-hydroxy-4,14-dimethyltetracyclo[12.3.0.0^{2,11}.0^{5,10}]heptadec-5-en-7-one",C(#C)[C@@]1([C@]2(CC[C@@H]3[C@H]4CCC(C=C4[C@H](C[C@H]3[C@@H]2CC1)C)=O)C)O,C#C[C@]1(O)CC[C@H]2[C@@H]3CC(C)=C4CC(=O)CCC4[C@H]3CC[C@@]21C,C#C[C@@]1(O)CC[C@H]2[C@@H]3CC(C)=C4CC(=O)CCC4[C@H]3CC[C@@]21C
25612,OS1=NC(Cl)=NC(Cl)=N1,"3,5-dichloro-1-hydroxy-1,3,5-triazine",ClN1CN(CN(C1)Cl)O,OS1=NC(Cl)=NC(Cl)=N1,ON1CN(Cl)CN(Cl)C1
25663,CCP(C)(C)(O)OO,1-((hydroperoxy)(hydroxy)dimethylphosphanyl)ethane,O(O)C(P(CC)C)O,CCP(C)(C)(O)OO,CCP(C)C(O)OO
26051,C[C@@H]1CN2CC[C@@]3(CNC(=O)O3)C[C@H]2c2ccccc21,"(5S)-9'-methyl-7-azaspiro[oxazolidine-5,4'-tricyclo[8.4.0.0^{2,7}]tetradeca-1(14),10,12-triene]-2-one",,C[C@@H]1CN2CC[C@@]3(CNC(=O)O3)C[C@H]2c2ccccc21,
26156,O=C(c1cncnc1)N1CCC2(CC1)OC1CCC(c3cc(F)cc(F)c3)N1C2=O,"6-(3,5-difluorophenyl)spiro[2-oxa-5-azabicyclo[3.3.0]octane-3,4'-(1-(piperidin-1-yl)-1-(pyrimidin-5-yl)methanone)]-4-one",,O=C(c1cncnc1)N1CCC2(CC1)OC1CCC(c3cc(F)cc(F)c3)N1C2=O,
26167,O=C1CS(=O)(=O)C2(C(=O)N(Cc3ccccc3F)c3ccccc32)N1c1ccc(F)c(F)c1,"1-((2-fluorophenyl)methyl)-3'-(3,4-difluorophenyl)-1,1-dioxo-1lambda^6-thia-3-azaspiro[indoline-3,2'-cyclopentane]-4'-one-2-one",,O=C1CS(=O)(=O)C2(C(=O)N(Cc3ccccc3F)c3ccccc32)N1c1ccc(F)c(F)c1,
26407,C=C1[C@H](O)CC(=C/C=C2\CCC[C@]3(C)[C@@H](CC)CC[C@@H]23)C[C@H]1O,"(1R,3R)-5-((2E)-2-((1R,6R,7S)-7-ethyl-6-methylbicyclo[4.3.0]nonan-2-ylidene)ethylidene)-2-methylidenecyclohexane-1,3-diol",C(C)[C@@H]1[C@]2(CCC/C(/[C@H]2CC1)=C\C=C1C[C@H](C([C@@H](C1)O)=C)O)C,C=C1[C@H](O)CC(=C/C=C2\CCC[C@]3(C)[C@@H](CC)CC[C@@H]23)C[C@H]1O,C=C1[C@H](O)CC(=C/C=C2\CCC[C@]3(C)[C@@H](CC)CC[C@H]23)C[C@H]1O
26448,COC(=O)c1ccccc1C(=O)N1CCC2(CC1)CC(=O)c1c(cc(C)c(Cl)c1C)O2,"methyl 2-((8'-chloro-7,9-dimethyl-2-oxaspiro[piperidine-4,3'-bicyclo[4.4.0]deca-1(6),7,9-triene]-1-yl-5'-one)carbonyl)benzoate",,COC(=O)c1ccccc1C(=O)N1CCC2(CC1)CC(=O)c1c(cc(C)c(Cl)c1C)O2,
26690,NC(Cc1ccc(O)c(O)c1)C(=O)OCCCCc1ccc2ccc3cccc4ccc1c2c34,"4-(pyren-4-yl)butyl 2-amino-3-(3,4-dihydroxyphenyl)propanoate",NC(C(=O)OCCCCC=1C2=CC=CC3=CC=C4C=CC=C(C1)C4=C32)CC3=CC(=C(C=C3)O)O,NC(Cc1ccc(O)c(O)c1)C(=O)OCCCCc1ccc2ccc3cccc4ccc1c2c34,NC(Cc1ccc(O)c(O)c1)C(=O)OCCCCc1cc2cccc3ccc4cccc1c4c32
26842,CCCNC(=O)N(C(=O)CC(=O)O)[C@@H](Cc1ccccc1)C(=O)O,(2S)-3-phenyl-2-(N-propylcarbamoylmalonamido)propanoic acid,,CCCNC(=O)N(C(=O)CC(=O)O)C(Cc1ccccc1)C(=O)O,
26986,CC(C)c1ccc2c(c1)C1c3ccccc3C2C2C(=O)N(c3ccccc3)C(=O)C12,,,CC(C)c1ccc2c(c1)C1c3ccccc3C2c2c1c(O)n(-c1ccccc1)c2O,
27253,C#C[C@@]1(O)CC[C@@H]2[C@@H]3CCC4=CC(=NOCC(=O)O)CC[C@]4(C)[C@H]3CC[C@@]21C,"2-((((1S,2R,10R,11R,14R,15S)-14-(ethynyl)-14-hydroxy-2,15-dimethyltetracyclo[8.7.0.0^{11,15}.0^{2,7}]heptadec-6-en-5-ylidene)amino)oxy)acetic acid",C(#C)[C@@]1(CC[C@@H]2[C@@H]3CCC4=CC(CC[C@@]4([C@H]3CC[C@]12C)C)=NOCC(=O)O)O,C#C[C@@]1(O)CC[C@@H]2[C@@H]3CCC4=CC(=NOCC(=O)O)CC[C@]4(C)[C@H]3CC[C@@]21C,C#C[C@]1(O)CC[C@@H]2[C@@H]3CCC4=CC(=NOCC(=O)O)CC[C@]4(C)[C@H]3CC[C@@]21C
27368,CC(C)CCC[C@@H](I)[C@H]1CCC2C3CC[C@H]4C[C@@H](NCCN)CC[C@]4(C)C3CC[C@@]21C,"N-((1S,5S,6S,13S,15S)-6-((1R)-1-iodo-5-methylhexyl)-1,5-dimethylgonan-15-yl)ethane-1,2-diamine",I[C@H](CCCC(C)C)[C@H]1C[C@@H]2[C@H](CC[C@H]3CC[C@@H]([C@@H]23)NCCN)[C@H]2[C@H](CCC[C@]12C)C,CC(C)CCC[C@@H](I)[C@H]1CCC2C3CC[C@H]4C[C@@H](NCCN)CC[C@]4(C)C3CC[C@@]21C,CC(C)CCC[C@@H](I)[C@H]1C[C@@H]2[C@H](CC[C@H]3CC[C@H](NCCN)[C@H]32)[C@H]2[C@@H](C)CCC[C@@]21C
27403,O=C(CN(c1cccc(Cl)c1Cl)S(=O)(=O)c1ccccc1)NN=Cc1c(F)cccc1Cl,"1-((((2-chloro-6-fluorophenyl)methylidene)amino)amino)-2-(N-2,3-dichlorophenylbenzenesulfonamido)ethan-1-one",,O=C(CN(c1cccc(Cl)c1Cl)S(=O)(=O)c1ccccc1)NN=Cc1c(F)cccc1Cl,
27479,CO[P+]([O-])(OC)C(=O)CC[C@H](NS(=O)C(C)(C)C)c1ccccc1,(4S)-4-(tert-butylsulfinylamino)-1-(dimethoxyphosphoryl)-4-phenylbutan-1-one,C(C)(C)(C)S(=O)N[C@@H](CCC(=O)P(=O)(OC)OC)C1=CC=CC=C1,CO[P+]([O-])(OC)C(=O)CC[C@H](N[S+]([O-])C(C)(C)C)c1ccccc1,COP(=O)(OC)C(=O)CC[C@H](N[S+]([O-])C(C)(C)C)c1ccccc1
27564,COc1ccc(/C=C/[C@@H]2CCC=C[C@H]2c2cc(OC)c(OC)cc2OC)cc1OC,"1,2-dimethoxy-4-((1E)-2-((1S,2S)-2-(2,4,5-trimethoxyphenyl)cyclohex-3-en-1-yl)ethenyl)benzene",COC1=C(C=C(C=C1)\C=C\[C@H]1[C@H](C=CCC1)C1=C(C=C(C(=C1)OC)OC)OC)OC,COc1ccc(/C=C/[C@@H]2CCC=C[C@H]2c2cc(OC)c(OC)cc2OC)cc1OC,COc1ccc(/C=C/[C@@H]2CCC=C[C@@H]2c2cc(OC)c(OC)cc2OC)cc1OC
27573,CN(C)c1ccc(-c2ccnc(S(N)(=O)=O)c2/C(N)=N/NN)cn1,3-((1Z)-aminomethyl)-2-(sulfamoyl)-4-(6-(dimethylamino)pyridin-3-yl)pyridinal aminohydrazone,,CN(C)c1ccc(-c2ccnc(S(N)(=O)=O)c2C(=N)NNN)cn1,
27693,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1OC(=O)NCCCCCC,"3-hydroxy-2-((1S,6R)-3-methyl-6-(prop-1-en-2-yl)cyclohex-2-en-1-yl)-5-pentylphenyl (hexylamino)formate",C(CCCCC)NC(=O)OC1=C(C(=CC(=C1)CCCCC)O)[C@H]1C=C(CC[C@H]1C(=C)C)C,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1OC(=O)NCCCCCC,C=C(C)[C@@H]1CCC(C)=C[C@@H]1c1c(O)cc(CCCCC)cc1OC(=O)NCCCCCC
27706,N#CON,(aminooxy)(nitrilo)methane,NON=C,N#CON,C=NON
27896,C[C@H](CCC(=O)NCC(F)C(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,"2-fluoro-3-((4R)-4-((1S,2S,5R,7S,9R,10R,11S,14R,15R,16S)-5,9,16-trihydroxy-2,15-dimethylgonan-14-yl)pentanamido)propanoic acid",,C[C@H](CCC(=O)NCC(F)C(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,
27910,C#[N+]/C(=C\[S-])Cc1ccccc1,(1Z)-2-isocyano-3-phenylprop-1-ene-1-thiolate,[N+](#[C-])\C(=C/[S-])\CC1=CC=CC=C1,C#[N+]/C(=C\[S-])Cc1ccccc1,[C-]#[N+]C(C=S)Cc1ccccc1
28059,C=CC[C@H](C[C@@H](C)CCO)OC(=O)C=C,"(4S,6S)-8-hydroxy-6-methyloct-1-en-4-yl prop-2-enoate",C(C=C)(=O)O[C@@H](CC=C)C[C@H](CCO)C,C=CC[C@H](C[C@@H](C)CCO)OC(=O)C=C,C=CC[C@@H](C[C@@H](C)CCO)OC(=O)C=C
28146,CC(C)(C)c1cc(C(C)(C)C)c2ccc3c(C(C)(C)C)cc(C(C)(C)C)c4ccc1c2c43,,,CC(C)(C)c1cc(C(C)(C)C)c2ccc3c(C(C)(C)C)cc(C(C)(C)C)c4ccc1c2c43,
28245,C=C1[C@H](O)CC(=CC=C2CCC[C@]3(C)[C@@H](C(C)CN4CCCC4C(C)(C)OC)CC[C@@H]23)C[C@H]1O,"(1R,3R)-5-(2-((1R,6R,7R)-7-(1-(2-(2-methoxypropan-2-yl)pyrrolidin-1-yl)propan-2-yl)-6-methylbicyclo[4.3.0]nonan-2-ylidene)ethylidene)-2-methylidenecyclohexane-1,3-diol",COC(C)(C)C1N(CCC1)CC(C)[C@@H]1[C@]2(CCCC([C@H]2CC1)=CC=C1C[C@H](C([C@@H](C1)O)=C)O)C,C=C1[C@H](O)CC(=CC=C2CCC[C@]3(C)[C@@H](C(C)CN4CCCC4C(C)(C)OC)CC[C@@H]23)C[C@H]1O,C=C1[C@H](O)CC(=CC=C2CCC[C@@]3(C)[C@@H]2CC[C@@H]3C(C)CN2CCCC2C(C)(C)OC)C[C@H]1O
28331,CC(=O)[C@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2CC[C@@]2(C)[C@H]3CC[C@@]2(C)O)C1,"1-((1S,2R,5R,7S,10S,11S,14S,15R)-15-hydroxy-10,14,15-trimethylgonan-7-yl)ethan-1-one",,CC(=O)C1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2CC[C@@]2(C)[C@H]3CC[C@@]2(C)O)C1,
28409,c1ccc2c(c1)nc1c3cnccc3c3c4sc5ccccc5c4ccc3n21,,,c1ccc2c(c1)nc1c3cnccc3c3c4sc5ccccc5c4ccc3n21,
28520,C1=C(c2ccccc2)[C@@H]2[C@@H](C(c3ccccc3)=C[C@H]2c2ccccc2)[C@@H]1c1ccccc1,"(1S,4S,5S,8S)-2,4,6,8-tetraphenylbicyclo[3.3.0]octa-2,6-diene",C1(=CC=CC=C1)C=1[C@H]2[C@H](C=C([C@H]2[C@H](C1)C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1,C1=C(c2ccccc2)[C@@H]2[C@@H](C(c3ccccc3)=C[C@H]2c2ccccc2)[C@@H]1c1ccccc1,C1=C(c2ccccc2)[C@@H]2[C@@H](C(c3ccccc3)=C[C@@H]2c2ccccc2)[C@H]1c1ccccc1
28575,O=C(O)CN1CCN(CC(=O)O)CCN(C[P+](=O)[O-])CCN(CC(=O)O)CC1,"2-(4,10-bis(2-hydroxy-2-oxoethyl)-7-(phosphorylmethyl)-1,4,7,10-tetraazacyclododecan-1-yl)acetic acid",OC(CN1CCN(CCN(CCN(CC1)C#P=O)CC(O)=O)CC(=O)O)=O,O=C(O)CN1CCN(CC(=O)O)CCN(C[P+](=O)[O-])CCN(CC(=O)O)CC1,O=P#CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1
28577,Nc1c2ncn3c2nc[n+]1[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])OC[C@H]2O[C@@H]3[C@@H](O)[C@@H]2O)[C@@H](O)[C@H]1O,,,Nc1c2ncn3c2nc[n+]1[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])OC[C@H]2O[C@@H]3[C@@H](O)[C@@H]2O)[C@@H](O)[C@H]1O,
28649,N/N=C(\NN)c1ccc2[nH]nc(-c3ccncc3)c2c1,"3-((1Z)-(hydrazinyl)methyl)-9-(pyridin-4-yl)-7,8-diazabicyclo[4.3.0]nona-1(6),2,4,8-tetraenal hydrazone",,NN=C(NN)c1ccc2[nH]nc(-c3ccncc3)c2c1,
28930,CC(C)(CC[N+](C)(C)[I-]CC(F)(F)F)N(Cl)Cl,"3-(dichloroamino)-3,N,N-trimethyl-N-((2,2,2-trifluoroethyl)lambda^2-iodanyl)butan-1-aminium",ClN(C(CC[N+](ICC(F)(F)F)(C)C)(C)C)Cl,CC(C)(CC[N+](C)(C)[I-]CC(F)(F)F)N(Cl)Cl,CC(C)(CC[N+](C)(C)[IH]CC(F)(F)F)N(Cl)Cl
28939,CCC(COC(=O)C(=O)OC(c1ccccc1)c1ccccc1)N(C)C,1-2-(dimethylamino)butyl 2-diphenylmethyl ethanedioate,,CCC(COC(=O)C(=O)OC(c1ccccc1)c1ccccc1)N(C)C,
28966,CC(=O)NC(CCC(=O)NC(CCCC1(C(=O)O)CC1)C(=O)O)C(=O)O,1-(4-(2-acetamidopentanediamido)-5-hydroxy-5-oxopentyl)cyclopropanecarboxylic acid,,CC(=O)NC(CCC(=O)NC(CCCC1(C(=O)O)CC1)C(=O)O)C(=O)O,
29200,COc1ccc(N2C(=O)C3C(c4ccccc4)OC4(C(=O)c5ccccc5C4=O)C3C2=O)cc1,"7'-(4-methoxyphenyl)-4-phenyl-3-oxa-7-azaspiro[indane-2,2'-bicyclo[3.3.0]octane-6,8-dione]-1,3-dione",,COc1ccc(-n2c(O)c3c(c2O)C2(OC3c3ccccc3)C(=O)c3ccccc3C2=O)cc1,
29334,CC/C=C/C=C/C=C/C=C/C=C/CCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,"2-hydroxy-3-((((2-(trimethylammonio)ethyl)oxy)phosphoryl)oxy)propyl (5E,7E,9E,11E,13E)-hexadeca-5,7,9,11,13-pentaenoate",,CC/C=C/C=C/C=C/C=C/C=C/CCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,
29373,C=Cn1c2ccc1cc1nc(c(C)c3c(C)c(C)c(cc4nc(c2)C=C4)n3C=C)C(C)=C1,,,C=Cn1c2ccc1cc1nc(c(C)c3c(C)c(C)c(cc4nc(c2)C=C4)n3C=C)C(C)=C1,
29498,CC(CC(=O)NN1C(=O)C=C[C@@]2(C)C1CC[C@@H]1[C@H]2CC[C@]2(C)CCC[C@@H]12)c1ccccc1Cl,"3-(2-chlorophenyl)-N-((1S,2R,5S,9S,10S)-1,5-dimethyl-15-oxo-14-azatetracyclo[11.4.0.0^{2,10}.0^{5,9}]heptadec-16-en-14-yl)butanamide",ClC1=C(C=CC=C1)C(CC(=O)NN1C2CC[C@H]3[C@@H]4CCC[C@]4(CC[C@H]3[C@@]2(C=CC1=O)C)C)C,CC(CC(=O)NN1C(=O)C=C[C@@]2(C)C1CC[C@@H]1[C@H]2CC[C@]2(C)CCC[C@@H]12)c1ccccc1Cl,CC(CC(=O)NN1C(=O)C=C[C@]2(C)C1CC[C@@H]1[C@H]2CC[C@]2(C)CCC[C@@H]12)c1ccccc1Cl
29586,C=NN=NN=C,N-(methylideneaminodiazenyl)methanamine,C=NN=NNC,C=NN=NN=C,C=NN=NNC
29590,Cc1ccc2c(c1C)OC1(CCN(C(=O)c3ccccc3C(F)(F)F)CC1)CC2=O,"9,10-dimethylspiro[2-oxabicyclo[4.4.0]deca-1(6),7,9-triene-3,4'-(1-(piperidin-1-yl)-1-(2-(trifluoromethyl)phenyl)methanone)]-5-one",,Cc1ccc2c(c1C)OC1(CCN(C(=O)c3ccccc3C(F)(F)F)CC1)CC2=O,
29630,O=C(/C=C/c1c(F)cccc1-c1cnc[nH]1)C12CC3CC4C5(OCCO5)C(C1)C34C2,,,O=C(/C=C/c1c(F)cccc1-c1c[nH]cn1)C12CC3CC4C5(OCCO5)C(C1)C34C2,
29645,C=C1CC=CC12C1CC1C1C3C(C4CC4)CC4=CC(=O)CCC4C3CCC12C,"9-cyclopropyl-16-methylspiro[pentacyclo[8.8.0.0^{11,16}.0^{12,14}.0^{2,7}]octadec-6-ene-15,1'-(5-methylidenecyclopent-2-ene)]-5-one",,C=C1CC=CC12C1CC1C1C3C(C4CC4)C=C4CC(=O)CCC4C3CCC12C,
29845,COc1ccc2c(c1)C1(CCN(C(=O)Nc3ccc(C)cc3)C1)C(=O)N2,"3-methoxyspiro[7-azabicyclo[4.3.0]nona-1(6),2,4-triene-9,3'-(1-(pyrrolidin-1-yl)-1-((4-methylphenyl)amino)methanone)]-8-one",,COc1ccc2c(c1)C1(CCN(C(=O)Nc3ccc(C)cc3)C1)C(=O)N2,
29980,C[C@@H]1C[C@]2(C(=O)Nc3n[nH]nc3-c3ccnn3C)C[C@H]12,"(1S,3R,4R)-3-methyl-N-(5-(1-methyl-1H-pyrazol-5-yl)-2H-1,2,3-triazol-4-yl)bicyclo[2.1.0]pentane-1-carboxamide",C[C@@H]1C[C@]2(C[C@H]12)C(=O)NC1=NNN=C1C1=CC=NN1C,C[C@@H]1C[C@]2(C(=O)Nc3[nH]nnc3-c3ccnn3C)C[C@H]12,C[C@@H]1C[C@@]2(C(=O)Nc3[nH]nnc3-c3ccnn3C)C[C@H]12
30076,CN(C)CCNC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4N(C)C(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,"(1S,2S,5S,6S,9S,10S,13R)-N-(2-(dimethylamino)ethyl)-1,5,14-trimethyl-15-oxo-14-azatetracyclo[11.4.0.0^{2,10}.0^{5,9}]heptadec-16-ene-6-carboxamide",CN(CCNC(=O)[C@@H]1[C@]2(CC[C@@H]3[C@@]4(C=CC(N([C@@H]4CC[C@H]3[C@@H]2CC1)C)=O)C)C)C,CN(C)CCNC(=O)C1CC[C@H]2[C@@H]3CC[C@H]4N(C)C(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,CN(C)CCNC(=O)C1CC[C@H]2[C@@H]3CC[C@H]4N(C)C(=O)C=C[C@@]4(C)[C@H]3CC[C@]12C
30464,COc1ccc(C2=C(C)C3(C(=O)N2)C(C#N)=C(N)OC2=C3C(=O)CC(C)(C)C2)cc1,"3-amino-9,9-dimethyl-7-oxospiro[2-oxabicyclo[4.4.0]deca-1(6),3-diene-5,3'-(5-(4-methoxyphenyl)-4-methyl-1-azacyclopent-4-ene)]-2'-one-4-carbonitrile",,COc1ccc(C2=C(C)C3(C(=O)N2)C(C#N)C(=N)OC2=CC(C)(C)CC(=O)C23)cc1,
30510,CC(=O)Oc1ccc2c(ccc3c4ccccc4c4ccccc4c23)c1OC(C)=O,,,CC(=O)Oc1ccc2c(ccc3c4ccccc4c4ccccc4c23)c1OC(C)=O,
30688,CN(C)N/C(N)=N/N=Cc1cccc(N)c1,,,CN(C)N=C(N)NN=Cc1cccc(N)c1,
30728,CC[C@H](C)CN1C[C@H]2C(=O)NC3(CCN(C(=O)c4cnccn4)CC3)[C@H]2C1,"(1S,5R)-7-((2S)-2-methylbutyl)spiro[3,7-diazabicyclo[3.3.0]octane-4,4'-(1-(piperidin-1-yl)-1-(pyrazin-2-yl)methanone)]-2-one",,CC[C@H](C)CN1CC2C(=O)NC3(CCN(C(=O)c4cnccn4)CC3)[C@H]2C1,
30739,CN(C1CC1)S(=O)(=O)NCc1ccc(CCO)cc1,2-(4-((cyclopropyl)(methyl)sulfamoylaminomethyl)phenyl)ethanol,C1(CC1)C(C1=CC=C(C=C1)CCO)NS(NC)(=O)=O,CN(C1CC1)S(=O)(=O)NCc1ccc(CCO)cc1,CNS(=O)(=O)NC(c1ccc(CCO)cc1)C1CC1
30876,CC1=[N+]2C(=Cc3c(C)cc(C)n3[B-]2(F)F)C=C1,"8,8-difluoro-6,10,12-trimethyl-7,9-diaza-8-boratricyclo[7.3.0.0^{3,7}]dodeca-1(12),2,4,6,10-pentaen-7-ium",,CC1=[N+]2C(=Cc3c(C)cc(C)n3[B-]2(F)F)C=C1,
31227,CS/C(=N\N=C\C(C)C)NO,,,CSC(=NO)NN=CC(C)C,
31321,Cc1cc(C(=O)N2CCCC3(CCc4cnc(-c5ccccc5)nc43)C2)n(C)n1,"1-(3'-phenyl-2,4-diazaspiro[piperidine-3,9'-bicyclo[4.3.0]nona-1(6),2,4-triene]-1-yl)-1-(1,3-dimethyl-1H-pyrazol-5-yl)methanone",C1(=CC=CC=C1)C1=CC=2C3(CCC2C=C1)NN(CCN3)C(=O)C3=CC(=NN3C)C,Cc1cc(C(=O)N2CCCC3(CCc4cnc(-c5ccccc5)nc43)C2)n(C)n1,Cc1cc(C(=O)N2CCNC3(CCc4ccc(-c5ccccc5)cc43)N2)n(C)n1
31386,COCCN1CC2(CCN(C(=O)c3ccco3)CC2)c2cc(F)ccc21,"1-(3'-fluoro-7-(2-methoxyethyl)-7-azaspiro[piperidine-4,9'-bicyclo[4.3.0]nona-1(6),2,4-triene]-1-yl)-1-(furan-2-yl)methanone",,COCCN1CC2(CCN(C(=O)c3ccco3)CC2)c2cc(F)ccc21,
31511,CNC(=O)Nc1ccc2c(c1)CC[C@]21OC(=O)N(CC(=O)N2Cc3ccccc3CC[C@H]2C)C1=O,"N-methyl-1-(((7S)-spiro[bicyclo[4.3.0]nona-1(6),2,4-triene-7,5'-(5S)-3-(2-((4R)-4-methyl-3-azabicyclo[5.4.0]undeca-1(11),7,9-trien-3-yl)-2-oxoethyl)-1-oxa-3-azacyclopentane-2,4-dione]-3-yl)amino)formamide",,CNC(=O)Nc1ccc2c(c1)CC[C@]21OC(=O)N(CC(=O)N2Cc3ccccc3CC[C@H]2C)C1=O,
31646,CC[Se]1(CC)[P@@](c2ccccc2)CC[P@]1c1ccccc1,"(2S,5S)-1,1-diethyl-2,5-diphenyl-2,5-diphospha-1lambda^4-selenacyclopentane",C(C)[Se]1([P@@](CC[P@]1C1=CC=CC=C1)C1=CC=CC=C1)CC,CC[Se]1(CC)[P@@](c2ccccc2)CC[P@]1c1ccccc1,CC[Se]1(CC)[P@@](c2ccccc2)CC[P@@]1c1ccccc1
31673,C=C1C[C@@]2(CC[C@]3(C)[C@H]4CC[C@]5(C)[C@@H](CCCCCCCC)CC[C@H]5[C@@H]4CC[C@@]3(F)C2)OC1=O,"(5R)-3-methylidene-5'-fluoro-10,14-dimethyl-15-octylspiro[oxolane-5,7'-tetracyclo[12.3.0.0^{2,11}.0^{5,10}]heptadecane]-2-one",,C=C1C[C@@]2(CC[C@]3(C)[C@H]4CC[C@]5(C)[C@@H](CCCCCCCC)CC[C@H]5[C@@H]4CC[C@@]3(F)C2)OC1=O,
31813,COc1ccc2c(c1)[C@]1(CCN(C(=O)c3ccc(C)c(F)c3)C1)C(=O)N2C,"(9S)-3-methoxy-7-methylspiro[7-azabicyclo[4.3.0]nona-1(6),2,4-triene-9,3'-(1-((3S)-pyrrolidin-1-yl)-1-(3-fluoro-4-methylphenyl)methanone)]-8-one",,COc1ccc2c(c1)[C@]1(CCN(C(=O)c3ccc(C)c(F)c3)C1)C(=O)N2C,
31864,COc1cccc(NC(=O)N2CCC3(CC2)O[C@@H](C(=O)NCC(C)C)Cn2ccnc23)c1,"(4R)-N-(2-methylpropyl)spiro[3-oxa-6,9-diazabicyclo[4.3.0]nona-1(9),7-diene-2,4'-(N-(3-methoxyphenyl)-1-azacyclohexanecarboxamide)]-4-carboxamide",,COc1cccc(NC(=O)N2CCC3(CC2)OC(C(=O)NCC(C)C)Cn2ccnc23)c1,
32025,CCOC1(C(N)=NN)CCC(C)CC1,1-(aminomethyl)-1-ethoxy-4-methylcyclohexanal hydrazone,,CCOC1(C(=N)NN)CCC(C)CC1,
32159,C=C(C)C(=O)COOC(=O)/C=C\C(=O)OOCC(=O)C(=C)C,bis(3-methyl-2-oxobut-3-en-1-yl) (2Z)-but-2-enediperoxoate,,C=C(C)C(=O)COOC(=O)/C=C\C(=O)OOCC(=O)C(=C)C,
32226,CC(C)(C)[S@@](=O)N[C@@H]1c2c(F)ccc(F)c2CC12CCN(C(=O)O)CC2,"spiro[piperidine-4,8'-bicyclo[4.3.0]nona-1,3,5-trien-7-amine]-1-carboxylic acid",,CC(C)(C)[S@@+]([O-])N[C@@H]1c2c(F)ccc(F)c2CC12CCN(C(=O)O)CC2,
