index,smiles,name,opsin_smiles,std_original,std_opsin
42,COc1ccc(C([S-])(C[P+](c2ccccc2)(c2ccccc2)C2CC2)c2ccc(OC)cc2)cc1,"2-((cyclopropyl)diphenylphosphanyl)-1,1-bis(4-methoxyphenyl)ethane-1-thiolate",C1(CC1)C1=C(C=CC=C1)P(CC([S-])(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC)C1=CC=CC=C1,COc1ccc(C([S-])(C[P+](c2ccccc2)(c2ccccc2)C2CC2)c2ccc(OC)cc2)cc1,COc1ccc(C(S)(CP(c2ccccc2)c2ccccc2C2CC2)c2ccc(OC)cc2)cc1
216,CCCCCOC(=O)CN1C(=O)[C@H]2C3c4ccccc4C(c4ccccc43)[C@@H]2C1=O,,,CCCCCOC(=O)Cn1c(O)c2c(c1O)C1c3ccccc3C2c2ccccc21,
343,CCS(=O)(=O)C12OC(C(F)(F)F)([C@@H]3C4C=CC(C4)[C@@H]31)[C@H]1C3C=CC(C3)[C@H]12,,,CCS(=O)(=O)C12OC(C(F)(F)F)([C@@H]3C4C=CC(C4)[C@@H]31)[C@H]1C3C=CC(C3)[C@H]12,
382,CC(CCC(=O)NC1(C(=O)O)CCCC1)C(=O)O,1-(2-methylpentanediamido)cyclopentanecarboxylic acid,,CC(CCC(=O)NC1(C(=O)O)CCCC1)C(=O)O,
421,C=C1C(=C/C=C2\CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,"(1R,3S)-5-((2E)-2-((1R,6R,7R)-7-((2R,3E,5R)-5,6-dimethylhept-3-en-2-yl)-6-methylbicyclo[4.3.0]nonan-2-ylidene)ethylidene)-4-methylidenecyclohexane-1,3-diol",C[C@@H](/C=C/[C@@H](C)[C@@H]1[C@]2(CCC/C(/[C@H]2CC1)=C\C=C1C([C@H](C[C@@H](C1)O)O)=C)C)C(C)C,C=C1C(=C/C=C2\CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,C=C1C(=C/C=C2\CCC[C@@]3(C)[C@@H]2CC[C@@H]3[C@H](C)/C=C/[C@H](C)C(C)C)C[C@@H](O)C[C@@H]1O
526,CC[C@@H]1CN2CC[C@]3(Nc4cccc(OC(C)=O)c4C3=O)C2C[C@@H]1/C(=C/OC)C(=O)OC,"methyl (2Z)-2-((3S,4S,7S)-3-ethyl-9'-oxo-7-azaspiro[1-azabicyclo[4.3.0]nonane-7,8'-bicyclo[4.3.0]nona-1(6),2,4-trien-2-yl acetate]-4-yl)-3-methoxyprop-2-enoate",,CC[C@@H]1CN2CC[C@]3(Nc4cccc(OC(C)=O)c4C3=O)C2C[C@@H]1/C(=C/OC)C(=O)OC,
599,CSC(=C\[N+](=O)[O-])/C(C#N)=C(\N)N1CCCC1,"(2E,3Z)-2-((amino)pyrrolidin-1-ylmethylidene)-3-(methylsulfanyl)-4-nitrobut-3-enenitrile",N/C(=C(/C#N)\C(=C\[N+](=O)[O-])\SC)/N1CCCC1,CSC(=C[N+](=O)[O-])C(C#N)C(=N)N1CCCC1,CS/C(=C\[N+](=O)[O-])C(C#N)C(=N)N1CCCC1
628,O=C(O)CNC(=O)c1cccc2c1C(=O)OC21c2ccc(O)cc2Oc2cc(O)ccc21,"2-(9-oxo-9'-oxaspiro[8-oxabicyclo[4.3.0]nona-1,3,5-triene-7,2'-tricyclo[8.4.0.0^{3,8}]tetradeca-1(10),3(8),4,6,11,13-hexaene-6,12-diol]-2-carboxamido)acetic acid",,O=C(O)CNC(=O)c1cccc2c1C(=O)OC21c2ccc(O)cc2Oc2cc(O)ccc21,
763,COc1cc(OC)c2c(c1Cl)O[C@@]1(C(=O)C=C(Nc3ccc(Cl)c([N+](=O)[O-])c3)C[C@H]1C)C2=O,"(8S)-5-chloro-2,4-dimethoxyspiro[7-oxabicyclo[4.3.0]nona-1,3,5-triene-8,1'-((1S,6R)-4-((4-chloro-3-nitrophenyl)amino)-6-methylcyclohex-3-ene)]-2'-one-9-one",,COc1cc(OC)c2c(c1Cl)O[C@@]1(C(=O)CC(=Nc3ccc(Cl)c([N+](=O)[O-])c3)C[C@H]1C)C2=O,
765,CCCc1[nH]nc2c1C1(C(=O)N(Cc3ccc(F)cc3)c3ccccc31)C(C(=O)OC)=C(N)O2,"methyl 3-amino-7-propyl-7'-((4-fluorophenyl)methyl)-7-azaspiro[2-oxa-8,9-diazabicyclo[4.3.0]nona-1(9),3,6-triene-5,9'-bicyclo[4.3.0]nona-1,3,5-triene]-8'-one-4-carboxylate",,CCCc1[nH]nc2c1C1(C(=O)N(Cc3ccc(F)cc3)c3ccccc31)C(C(=O)OC)C(=N)O2,
775,C/C(=N\N=c1/sc2ccccc2n1C)c1ccc(OC(F)F)cc1OC(F)F,,,C/C(=N\N=c1/sc2ccccc2n1C)c1ccc(OC(F)F)cc1OC(F)F,
928,Cc1cc([N+](=O)[O-])ccc1N1C(=O)[C@H]2[C@@H](C1=O)[C@]1(C(=O)Nc3c1ccc(Cl)c3C)N1CCC[C@@H]21,"(1S,2S,7S,8R)-10-(2-methyl-4-nitrophenyl)-4'-chloro-5-methyl-7-azaspiro[6,10-diazatricyclo[6.3.0.0^{2,6}]undecane-7,9'-bicyclo[4.3.0]nona-1(6),2,4-triene]-8'-one-9,11-dione",,Cc1cc([N+](=O)[O-])ccc1-n1c(O)c2c(c1O)[C@]1(C(=O)Nc3c1ccc(Cl)c3C)N1CCC[C@@H]21,
1202,O=[N+]([O-])N=NC(=NN(c1ccccc1)c1ccccc1)c1ccccc1,"1-(((((oxido)(oxo)ammonio)imino)amino)methyl)-N,N-diphenylbenzenal hydrazone",[O-][N+](=O)N=NCC1(CC=CC=C1)C=NN(C1=CC=CC=C1)C1=CC=CC=C1,O=[N+]([O-])N=NC(=NN(c1ccccc1)c1ccccc1)c1ccccc1,O=[N+]([O-])N=NCC1(C=NN(c2ccccc2)c2ccccc2)C=CC=CC1
1235,CCC1C(C)(O)NC(=O)C12C(=O)[N-]C(=N)[C+]2C=N,"4-ethyl-3-hydroxy-8-imino-9-(iminomethyl)-3-methyl-2,7-diazaspiro[4.4]nonane-7-ide-1,6-dione",C(C)C1C(NC(C12C([N-]C(C2C=N)=N)=O)=O)(C)O,CCC1C(C)(O)NC(=O)C12C(=O)[N-]C(=N)[C+]2C=N,CCC1C(C)(O)NC(=O)C12C(=O)N=C(N)C2C=N
1348,CC(C)(C)N=C1Nc2ccccc2CNC12CCN(C(=O)Cc1ccsc1)C2,"1-(spiro[pyrrolidine-3,4'-bicyclo[5.4.0]undeca-1(11),7,9-trien-3-imine]-1-yl)-2-(thiophen-3-yl)ethan-1-one",,CC(C)(C)N=C1Nc2ccccc2CNC12CCN(C(=O)Cc1ccsc1)C2,
1559,c1ccc(-n2c3cccc4c3c3c5c(cc6ccccc6c5ccc32)-c2ccccc2-4)cc1,,,c1ccc(-n2c3cccc4c3c3c5c(cc6ccccc6c5ccc32)-c2ccccc2-4)cc1,
1660,C[C@]12CC[C@H](O)C[C@@H]1CC1(OCCO1)[C@@H]1[C@H]2CC[C@@]2(C)[C@H]1CCC21OCCO1,"(1S,2R,5R,7S,10S,11R,14S)-10,14-dimethyl-1',3'-dioxa-1'',3''-dioxadispiro[cyclopentane-2,3'-tetracyclo[12.3.0.0^{2,11}.0^{5,10}]heptadecane-15',2''-cyclopentane]-7-ol",,C[C@]12CC[C@H](O)C[C@@H]1CC1(OCCO1)[C@@H]1[C@H]2CC[C@@]2(C)[C@H]1CCC21OCCO1,
1921,C#C[C@]1(OC2(OC)CCCCC2)CC[C@H]2[C@@H]3[C@H](C)C[C@H]4CC(=O)C[C@H](C)[C@]4(CO)[C@H]3CC[C@@]21C,"(1R,2S,5S,6S,9S,10R,11R,13S,17S)-6-(ethynyl)-1-(hydroxymethyl)-6-((1-methoxycyclohexyl)oxy)-5,11,17-trimethyltetracyclo[11.4.0.0^{2,10}.0^{5,9}]heptadecan-15-one",C(#C)[C@@]1([C@]2(CC[C@@H]3[C@]4([C@H](CC(C[C@@H]4C[C@H]([C@H]3[C@@H]2CC1)C)=O)C)CO)C)OC1(CCCCC1)OC,C#C[C@]1(OC2(OC)CCCCC2)CC[C@H]2[C@@H]3[C@H](C)C[C@H]4CC(=O)C[C@H](C)[C@]4(CO)[C@H]3CC[C@@]21C,C#C[C@@]1(OC2(OC)CCCCC2)CC[C@H]2[C@@H]3[C@H](C)C[C@H]4CC(=O)C[C@H](C)[C@]4(CO)[C@H]3CC[C@@]21C
2069,C=C[C@@]1(OC(C)=O)CC[C@@]2(C)[C@@H](CC[C@@H]3[C@H]4CCC5(OCCO5)[C@@]4(C)CC[C@@H]32)C1,"(1S,2S,5R,7S,10S,11R,15S)-5-ethenyl-2,15-dimethyl-1',3'-dioxaspiro[gonane-14,2'-cyclopentane]-5-yl acetate",,C=C[C@@]1(OC(C)=O)CC[C@@]2(C)[C@@H](CC[C@@H]3[C@H]4CCC5(OCCO5)[C@@]4(C)CC[C@@H]32)C1,
2074,C=[N+]1c2cccc(CC(C)C)c2C=C[C-]1c1cc(C)cc(C)c1,"3-(3,5-dimethylphenyl)-2-methylidene-7-(2-methylpropyl)-2-azoniabicyclo[4.4.0]deca-1(10),4,6,8-tetraene",CC=1C=C(C=C(C1)C)C1[N+](C2=CC=CC(=C2C=C1)CC(C)C)=C,C=[N+]1c2cccc([CH-]C(C)C)c2C=CC1c1cc(C)cc(C)c1,C=[N+]1c2cccc(CC(C)C)c2C=CC1c1cc(C)cc(C)c1
2121,C=CC[C@@H]1C=CC=C[C@H]1C1SCCCS1,"2-((1S,6R)-6-(prop-2-en-1-yl)cyclohexa-2,4-dien-1-yl)-1,3-dithiacyclohexane",C(C=C)[C@@H]1C=CC=C[C@@H]1C1SCCCS1,C=CC[C@@H]1C=CC=C[C@H]1C1SCCCS1,C=CC[C@@H]1C=CC=C[C@@H]1C1SCCCS1
2203,ClP1(Cl)=N[P@@]2(=N[P@]3(=N1)NCCS3)NCCS2,"(5S,9S)-7,7-dichloro-1,10-dithia-4,6,8,13,14-pentaaza-5lambda^5,7lambda^5,9lambda^5-triphosphadispiro[4.3.4.1]tetradeca-5,7,9(14)-triene",ClP=1(N=[P@@]2(NCCS2)N=[P@@]2(N1)SCCN2)Cl,ClP1(Cl)=N[P@@]2(=N[P@]3(=N1)NCCS3)NCCS2,ClP1(Cl)=N[P@@]2(=N[P@@]3(=N1)NCCS3)NCCS2
2240,O=C(O)CCC(=O)Nc1ccc(-c2nc3ccc(NC(=O)CCC(=O)O)cc3o2)cc1,"3-((4-(4-succinamido-7-oxa-9-azabicyclo[4.3.0]nona-1(6),2,4,8-tetraen-8-yl)phenyl)carbamoyl)propanoic acid",,O=C(O)CCC(=O)Nc1ccc(-c2nc3ccc(NC(=O)CCC(=O)O)cc3o2)cc1,
2423,CCC1CC2(Cc3ccc(C#N)cc3C23N=C(N)N(CC2COCCO2)C3=O)CC(C)C1O,"3'-ethyl-5-methyldispiro[cyclohexane-1,8'-bicyclo[4.3.0]nona-1(6),2,4-triene-9',4''-(2-amino-1-((1,4-dioxan-2-yl)methyl)-1,3-diazacyclopent-2-ene)]-4'-ol-5''-one-3-carbonitrile",,CCC1CC2(Cc3ccc(C#N)cc3C23N=C(N)N(CC2COCCO2)C3=O)CC(C)C1O,
2821,COc1ccccc1N1C(=O)NC(=O)[C@@]2(Cc3cc([N+](=O)[O-])ccc3N3CCOC[C@H]32)C1=O,"(5S)-1-(2-methoxyphenyl)-12'-nitro-5-oxa-2-azaspiro[1,3-diazacyclohexane-5,8'-tricyclo[8.4.0.0^{2,7}]tetradeca-1(10),11,13-triene]-2,4,6-trione",,COc1ccccc1N1C(=O)NC(=O)[C@@]2(Cc3cc([N+](=O)[O-])ccc3N3CCOC[C@H]32)C1=O,
2823,CC1(C)OC[C@@]2(CC[C@@H]3CCC[C@H](O)[C@@]32C)O1,"(1R,2S,6S,9S)-1-methyl-2',2'-dimethyl-1,3-dioxaspiro[bicyclo[4.3.0]nonane-9,4'-cyclopentane]-2-ol",,CC1(C)OC[C@@]2(CC[C@@H]3CCC[C@H](O)[C@@]32C)O1,
2879,CC(=O)C1=C(OCC(C)C)C=S(C)(=O)N=C1,1-(5-isobutoxy-1-methyl-1-oxopyridin-4-yl)ethan-1-one,,CC(=O)C1=C(OCC(C)C)C=S(C)(=O)N=C1,
2977,C=CCSC1=N[C@]2(C[C@H](c3ccc(Cl)cc3)c3ccc(O)cc3O2)CC(C)(C)N1,"(3S,5R)-5-(4-chlorophenyl)spiro[2-oxabicyclo[4.4.0]deca-1(6),7,9-triene-3,4'-((4S)-6,6-dimethyl-2-((prop-2-en-1-yl)sulfanyl)-1,3-diazacyclohex-2-ene)]-9-ol",,C=CCSC1=NC(C)(C)C[C@@]2(C[C@H](c3ccc(Cl)cc3)c3ccc(O)cc3O2)N1,
3009,CN=S1C[C@@](C)(c2cc(-c3cc(-c4ncc(OC)cn4)no3)ccc2F)N=C(N)C1(C)C,"(5R)-5-(2-fluoro-5-(3-(5-methoxypyrimidin-2-yl)isoxazol-5-yl)phenyl)-2,2,5,N-tetramethyl-1lambda^4-thia-4-azacyclohex-3-ene-1,3-diamine",FC1=C(C=C(C=C1)C1=CC(=NO1)C1=NC=C(C=N1)OC)[C@]1(N=C(C(S(C1)NC)(C)C)N)C,CN=S1C[C@@](C)(c2cc(-c3cc(-c4ncc(OC)cn4)no3)ccc2F)N=C(N)C1(C)C,CN[SH]1C[C@@](C)(c2cc(-c3cc(-c4ncc(OC)cn4)no3)ccc2F)N=C(N)C1(C)C
3124,O=C(c1ccccc1F)[C@H]1O[C@@]12C(=O)Nc1cc(F)ccc12,"(9R)-4-fluorospiro[7-azabicyclo[4.3.0]nona-1(6),2,4-triene-9,2'-(1-(2-fluorophenyl)-1-((2R,3S)-oxiran-3-yl)methanone)]-8-one",,O=C(c1ccccc1F)C1O[C@@]12C(=O)Nc1cc(F)ccc12,
3393,Oc1ccc2c(c1)CCc1ccc(O)c(c1)-c1cc(ccc1O)/C=C\c1cccc(c1)O2,,,Oc1ccc2c(c1)C=Cc1ccc(O)c(c1)-c1cc(ccc1O)CCc1cccc(c1)O2,
3402,C[C@H](CCC(=O)N[C@@H](CC(=O)O)C(=O)O)C1CC[C@H]2C3CC[C@@H]4C[C@H](O)CC[C@]4(C)C3CC[C@]12C,"(2S)-2-((4R)-4-((2S,5R,7R,11S,15R)-5-hydroxy-2,15-dimethylgonan-14-yl)pentanamido)succinic acid",,C[C@H](CCC(=O)NC(CC(=O)O)C(=O)O)C1CC[C@H]2C3CC[C@@H]4C[C@H](O)CC[C@]4(C)C3CC[C@]12C,
3578,Nc1ccc(CCN2CCC3(CC2)CC(=O)c2cc(C=CC(=O)O)ccc2O3)cc1,"3-(5-oxospiro[2-oxabicyclo[4.4.0]deca-1(6),7,9-triene-3,4'-(4-(2-(piperidin-1-yl)ethyl)benzen-1-amine)]-8-yl)prop-2-enoic acid",,Nc1ccc(CCN2CCC3(CC2)CC(=O)c2cc(C=CC(=O)O)ccc2O3)cc1,
3742,CC(=O)c1cc(C(=O)O)ccc1CNC(=O)c1ccccc1C(=O)O,"3-(acetyl)-4-((benzene-1,2-dicarboxamido)methyl)benzoic acid",,CC(=O)c1cc(C(=O)O)ccc1CNC(=O)c1ccccc1C(=O)O,
3744,COc1cc(C=NN=C(N)c2cc(-c3ccc(C)cc3)on2)ccc1O,,,COc1cc(C=NN=C(N)c2cc(-c3ccc(C)cc3)on2)ccc1O,
3783,COc1cc(/C=N\N=C/c2ccc(O)cc2)cc(OC)c1O,,,COc1cc(C=NN=Cc2ccc(O)cc2)cc(OC)c1O,
3796,N/N=C(\N)c1ccc2c(c1)nc(Nc1cccc(F)c1)c1ccsc12,"5-((1Z)-aminomethyl)-9-((3-fluorophenyl)amino)-13-thia-8-azatricyclo[8.3.0.0^{2,7}]trideca-1,3,5,7,9,11-hexaenal hydrazone",,N=C(NN)c1ccc2c(c1)nc(Nc1cccc(F)c1)c1ccsc12,
3851,CCCCC1(CN(O)C=O)NC(=O)N(Cc2ccc(-c3ccccc3)cc2)C1=O,"N-((5-butyl-2,4-dioxo-3-((4-phenylphenyl)methyl)imidazolidin-5-yl)methyl)-N-carbamic acid",,CCCCC1(CN(O)C=O)NC(=O)N(Cc2ccc(-c3ccccc3)cc2)C1=O,
3928,CCOc1cc(/C=C(\C#N)c2nc3ccccc3[nH]2)ccc1OCC(=O)Nc1ccc(C)c(C)c1,"2-((4-((1Z)-2-(1H-benzimidazol-2-yl)-3-nitriloprop-1-en-1-yl)-2-ethoxyphenyl)oxy)-N-(3,4-dimethylphenyl)acetamide",N1C(=NC2=C1C=CC=C2)\C(=C/C2=CC(=C(C=C2)OCC(=O)NC2=CC(=C(C=C2)C)C)OCC)\C#N,CCOc1cc(/C=C(\C#N)c2nc3ccccc3[nH]2)ccc1OCC(=O)Nc1ccc(C)c(C)c1,CCOc1cc(/C=C(/C#N)c2nc3ccccc3[nH]2)ccc1OCC(=O)Nc1ccc(C)c(C)c1
4035,CCOC(=O)c1cccc(NC(=O)N2CCC3(CC2)NC(=O)c2ccccc2O3)c1,"ethyl 3-(2'-oxa-4-azaspiro[piperidine-4,3'-bicyclo[4.4.0]deca-1(10),6,8-triene]-1-yl-5'-onecarbonylamino)benzoate",,CCOC(=O)c1cccc(NC(=O)N2CCC3(CC2)NC(=O)c2ccccc2O3)c1,
4115,O=Cc1cnn(-c2ccc3ccc4cccc5ccc2c3c45)c1,1-(pyren-4-yl)-1H-pyrazole-4-carbaldehyde,C1=CC=C2C(=CC3=CC=CC4=CC=C1C2=C34)N3N=CC(=C3)C=O,O=Cc1cnn(-c2ccc3ccc4cccc5ccc2c3c45)c1,O=Cc1cnn(-c2cc3cccc4ccc5cccc2c5c43)c1
4158,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC=O,,,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC=O,
4416,CC(C)COC(=O)CCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,"2-methylpropyl 4-(5,9,16-trihydroxy-2,15-dimethylgonan-14-yl)pentanoate",OC12CC[C@@H]3[C@](CC[C@@H]4CC(C([C@@]34C(CCC(=O)OCC(C)C)C)C)O)([C@H]2CC(CC1)C)O,CC(C)COC(=O)CCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,CC(C)COC(=O)CCC(C)[C@@]12C(C)C(O)C[C@H]1CC[C@@]1(O)[C@H]2CCC2(O)CCC(C)C[C@@H]21
4439,COc1cc2c(c(OC)c1)C1(C=C[C@H](O[Si](C)(C)C(C)(C)C)[C@@H](COC(=O)C(C)(C)C)O1)OC2,"((2R,3S)-3-(((tert-butyl)dimethylsilyl)oxy)-3',5'-dimethoxy-8-oxaspiro[1-oxacyclohex-4-ene-6,7'-bicyclo[4.3.0]nona-1(6),2,4-triene]-2-yl)methyl 2,2-dimethylpropanoate",,COc1cc2c(c(OC)c1)C1(C=C[C@H](O[Si](C)(C)C(C)(C)C)[C@@H](COC(=O)C(C)(C)C)O1)OC2,
4459,Cc1cc2c(cc1C)C(=O)CC1(CCN(C(=O)c3ccc(-c4ccccc4)cc3)CC1)O2,"8,9-dimethylspiro[2-oxabicyclo[4.4.0]deca-1(6),7,9-triene-3,4'-(1-(piperidin-1-yl)-1-(4-phenylphenyl)methanone)]-5-one",,Cc1cc2c(cc1C)C(=O)CC1(CCN(C(=O)c3ccc(-c4ccccc4)cc3)CC1)O2,
4482,C=Cc1c[o+]cc([O-])c1C=C,"4,5-diethenylbenzen-1-ium-3-olate",C(=C)C1=C(C=[CH2+]C=C1C=C)[O-],C=Cc1c[o+]cc([O-])c1C=C,
4622,C#C[C@@]1(O)CC[C@@H]2[C@@H]3CCc4cc(O)cc(C)c4[C@H]3CC[C@]21C,"(1R,2R,11S,14R,15R)-15-(ethynyl)-9,14-dimethyltetracyclo[12.3.0.0^{2,11}.0^{5,10}]heptadeca-5,7,9-triene-7,15-diol",C(#C)[C@]1([C@@]2(CC[C@@H]3C4=C(C=C(C=C4CC[C@H]3[C@H]2CC1)O)C)C)O,C#C[C@@]1(O)CC[C@@H]2[C@@H]3CCc4cc(O)cc(C)c4[C@H]3CC[C@]21C,C#C[C@]1(O)CC[C@@H]2[C@@H]3CCc4cc(O)cc(C)c4[C@H]3CC[C@]21C
4696,O=C1O[C@@]2(OC=C(c3ccccc3)C2=O)c2ccccc21,"(9S)-spiro[8-oxabicyclo[4.3.0]nona-1,3,5-triene-9,2'-((2S)-4-phenyl-1-oxacyclopent-4-ene)]-3'-one-7-one",,O=C1O[C@@]2(OC=C(c3ccccc3)C2=O)c2ccccc21,
4771,Cn1nc2n(c1=O)CC(C(=O)N1CCC3(CC1)OCCc1ccsc13)CC2,"3-(3'-oxa-9-thiaspiro[piperidine-4,2'-bicyclo[4.3.0]nona-1(6),7-diene]-1-ylformyl)-8-methyl-1,7,8-triazabicyclo[4.3.0]non-6-en-9-one",,Cn1nc2n(c1=O)CC(C(=O)N1CCC3(CC1)OCCc1ccsc13)CC2,
4793,CC1=CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1C[C@H](O)C1=CC(O)OC1=O,"5-hydroxy-3-((1S)-1-hydroxy-2-((1S,2R,6S)-1,3,7,7-tetramethylbicyclo[4.4.0]dec-3-en-2-yl)ethyl)-1-oxacyclopent-3-en-2-one",OC1C=C(C(O1)=O)[C@H](C[C@H]1[C@]2(CCCC([C@@H]2CC=C1C)(C)C)C)O,CC1=CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1C[C@H](O)C1=CC(O)OC1=O,CC1=CC[C@H]2C(C)(C)CCC[C@]2(C)[C@@H]1C[C@H](O)C1=CC(O)OC1=O
4896,COC1(OC)C(=O)C[C@@]2(C3(C)OCCO3)C[C@@H]3C=CC[C@@H]3[C@@H]12,"(1S,2R,6S,8S)-3,3-dimethoxy-6-(2-methyl-1,3-dioxolan-2-yl)tricyclo[6.3.0.0^{2,6}]undec-9-en-4-one",COC1([C@@H]2[C@H]3CC=C[C@@H]3C[C@@]2(CC1=O)C1(OCCO1)C)OC,COC1(OC)C(=O)C[C@@]2(C3(C)OCCO3)C[C@@H]3C=CC[C@@H]3[C@@H]12,COC1(OC)C(=O)C[C@@]2(C3(C)OCCO3)C[C@H]3C=CC[C@@H]3[C@@H]12
5063,CCCCCC(CN(O)C=O)C(=O)NN(C)c1ccoc1,N-(2-((((furan-3-yl)(methyl)amino)amino)carbonyl)heptyl)-N-carbamic acid,,CCCCCC(CN(O)C=O)C(=O)NN(C)c1ccoc1,
5085,Cc1cc(=O)c2c(O)c3c(cc2o1)OC(C)(C)[C@@H]1OC(=O)[C@]2(CCC[C@@H]31)O[C@@H]2C,"(2S,6R,9R)-20-hydroxy-10,10,16-trimethyl-3'-methylspiro[8,11,15-trioxatetracyclo[10.8.0.0^{14,19}.0^{2,9}]icosa-1(12),13,16,19-tetraene-6,2'-oxirane]-7,18-dione",OC1=C2C(C=C(OC2=CC=2OC([C@@H]3OC([C@@]4(OC4C)CCC[C@H]3C12)=O)(C)C)C)=O,Cc1cc(=O)c2c(O)c3c(cc2o1)OC(C)(C)[C@@H]1OC(=O)[C@]2(CCC[C@@H]31)O[C@@H]2C,Cc1cc(=O)c2c(O)c3c(cc2o1)OC(C)(C)[C@@H]1OC(=O)[C@]2(CCC[C@@H]31)OC2C
5298,CC(C)c1cc(Cl)cc(C(C)C)c1NC(=O)NS(=N)(=O)c1ccn(C[C@H](C)O)n1,"N-(4-chloro-2,6-bis(propan-2-yl)phenyl)-1-iminosulfinylaminomethanamide",,CC(C)c1cc(Cl)cc(C(C)C)c1NC(=O)NS(=N)(=O)c1ccn(C[C@H](C)O)n1,
5329,C[C@H](CCC(=O)OC(C)(C)C)C1CC[C@H]2C3CC[C@@H]4CCCCC4(C)[C@H]3CC[C@]12C,"tert-butyl (4R)-4-((2S,5R,9S,13S)-1,5-dimethylgonan-6-yl)pentanoate",,C[C@H](CCC(=O)OC(C)(C)C)C1CC[C@H]2C3CC[C@@H]4CCCCC4(C)[C@H]3CC[C@]12C,
5384,O=C(OCc1c2ccccc2cc2ccccc12)C(=C=CCCCl)Cc1ccccc1,"(anthracen-2-yl)methyl 2-benzyl-6-chlorohexa-2,3-dienoate",C(C1=CC=CC=C1)C(C(=O)OCC1=CC2=CC3=CC=CC=C3C=C2C=C1)=C=CCCCl,O=C(OCc1c2ccccc2cc2ccccc12)C(=C=CCCCl)Cc1ccccc1,O=C(OCc1ccc2cc3ccccc3cc2c1)C(=C=CCCCl)Cc1ccccc1
5408,CC(C)c1ccc2c(c1)C(C)(C)c1cc(-c3cc4cccc5ccc6cccc3c6c54)ccc1-2,,,CC(C)c1ccc2c(c1)C(C)(C)c1cc(-c3cc4cccc5ccc6cccc3c6c54)ccc1-2,
5438,Nc1ccc(NN(N)c2cccc3ccccc23)cc1,4-hydrazinylaminobenzen-1-amine,N(N)NC1=CC=C(C=C1)N,Nc1ccc(NN(N)c2cccc3ccccc23)cc1,NNNc1ccc(N)cc1
5509,CCC(=O)OC1CC[C@@]2(C)C(CC[C@@H]3[C@@H]2CC[C@]2(C)C(OC(=O)CC)CC[C@@H]32)C1,"(1S,2R,10S,11S,14S)-15-(ethylcarbonyloxy)-10,14-dimethylgonan-7-yl propanoate",,CCC(=O)OC1CC[C@@]2(C)C(CC[C@@H]3[C@@H]2CC[C@]2(C)C(OC(=O)CC)CC[C@@H]32)C1,
5591,COC(N=[N+]([O-])C(OC)C(=O)c1ccccc1)C(=O)c1ccccc1,2-(iminioamino)-2-methoxy-1-phenylethan-1-one,[NH2+]=NC(C(=O)C1=CC=CC=C1)OC,COC(C(=O)c1ccccc1)=[N+]([O-])NC(OC)C(=O)c1ccccc1,COC(=NN)C(=O)c1ccccc1
6080,CC(C)(C)c1ccc(CC[P+]([S-])(CCOCc2ccco2)CCc2ccc(C(C)(C)C)cc2)cc1,2-(((2-(bis(2-(4-(tert-butyl)phenyl)ethyl)(sulfanyl)phosphanyl)ethyl)oxy)methyl)furan,C(C)(C)(C)C1=CC=C(C=C1)CCP(CCOCC=1OC=CC1)(S)CCC1=CC=C(C=C1)C(C)(C)C,CC(C)(C)c1ccc(CC[P+]([S-])(CCOCc2ccco2)CCc2ccc(C(C)(C)C)cc2)cc1,CC(C)(C)c1ccc(CC[PH](S)(CCOCc2ccco2)CCc2ccc(C(C)(C)C)cc2)cc1
6139,O=C(O)CCC(=O)NC(Cc1ccc(-c2cccc(Cl)c2)cc1)C(O)C(=O)O,4-(4-(3-chlorophenyl)phenyl)-2-hydroxy-3-succinamidobutanoic acid,,O=C(O)CCC(=O)NC(Cc1ccc(-c2cccc(Cl)c2)cc1)C(O)C(=O)O,
6431,Oc1c(Cl)cc(Cl)cc1/C=N/N=C\c1ccco1,"(1Z)-5-oxacyclopenta-1,3-dien-1-carbaldehyde (1E)-(3,5-dichloro-2-hydroxyphenyl)methylidenehydrazone",,Oc1c(Cl)cc(Cl)cc1C=NN=Cc1ccco1,
6458,CN(C)CCCOc1ncc(-c2c(F)cc3ncc4c5c3c2OCC(C)(C)n5c(=O)n4C)cc1N,,,CN(C)CCCOc1ncc(-c2c(F)cc3ncc4c5c3c2OCC(C)(C)n5c(=O)n4C)cc1N,
