index,smiles,name,opsin_smiles,std_original,std_opsin
25945,COC[C@@](C)(OC)C(=O)N[C@H]1C[C@](F)(CNC(=O)c2cc(C)no2)C1,"(2R)-N-(3-fluoro-3-(3-methylisoxazol-5-ylcarbonylaminomethyl)cyclobutyl)-2,3-dimethoxy-2-methylpropanamide",FC1(CC(C1)NC([C@](COC)(C)OC)=O)CNC(=O)C1=CC(=NO1)C,COC[C@@](C)(OC)C(=O)N[C@H]1C[C@](F)(CNC(=O)c2cc(C)no2)C1,COC[C@@](C)(OC)C(=O)NC1CC(F)(CNC(=O)c2cc(C)no2)C1
25947,CC(=O)N(CCC(=O)OC[C@@H]1CC(C)(C)C(=O)N1)Cc1ccccc1,"((2S)-4,4-dimethyl-5-oxopyrrolidin-2-yl)methyl 3-(benzylacetylamido)propanoate",,CC(=O)N(CCC(=O)OC[C@@H]1CC(C)(C)C(=O)N1)Cc1ccccc1,
25959,CC[C@H](O)[C@@H](C)C(=O)N1CCC[C@@]12CCCN(C(=O)CCc1cnn[nH]1)C2,"(2R,3S)-3-hydroxy-2-methyl-1-((5R)-7-(1-oxo-3-(1H-1,2,3-triazol-5-yl)propyl)-1,7-diazaspiro[4.5]decan-1-yl)pentan-1-one",O[C@H]([C@H](C(=O)N1CCC[C@@]12CN(CCC2)C(CCC2=CN=NN2)=O)C)CC,CC[C@H](O)C(C)C(=O)N1CCC[C@@]12CCCN(C(=O)CCc1c[nH]nn1)C2,CC[C@H](O)C(C)C(=O)N1CCC[C@]12CCCN(C(=O)CCc1c[nH]nn1)C2
25963,Cc1c(F)cccc1C(=O)N1C[C@H]2[C@H](NC(=O)[C@@H]3CC(=O)N(C)C3)[C@H]2C1,"(3R)-N-((1R,5S,6S)-3-((3-fluoro-2-methylphenyl)carbonyl)-3-azabicyclo[3.1.0]hexan-6-yl)-1-methyl-5-oxopyrrolidine-3-carboxamide",,Cc1c(F)cccc1C(=O)N1C[C@@H]2[C@H](C1)[C@H]2NC(=O)C1CC(=O)N(C)C1,
26005,CC1CN([C@H](C)C(=O)N(C)[C@H](C)CC(=O)NC2(C3CCCC3)CC2)C1,(3R)-N-(1-cyclopentylcyclopropyl)-3-(((1R)-1-(3-methyl-azetidin-1-yl)propionyl)(methyl)amino)butanamide,,CC1CN(C(C)C(=O)N(C)[C@H](C)CC(=O)NC2(C3CCCC3)CC2)C1,
26012,CC(C)(CNC(=O)c1cc(O)nc(Cl)c1)[C@@H]1CCCN1C(=O)[C@@H]1C[C@@H]2CC[C@@H]2C1,"N-(2-((2S)-1-(((1R,3R,5S)-bicyclo[3.2.0]heptan-3-yl)carbonyl)pyrrolidin-2-yl)-2-methylpropyl)-2-chloro-6-hydroxypyridine-4-carboxamide",,CC(C)(CNC(=O)c1cc(Cl)[nH]c(=O)c1)[C@@H]1CCCN1C(=O)C1C[C@H]2CC[C@H]2C1,
26023,CC[C@@](C)(C(=O)O)N(C)C(=O)[C@@H]1C[C@@H]2CC[C@@H]2C1,"(2S)-2-(((1R,3R,5S)-bicyclo[3.2.0]heptan-3-ylcarbonyl)(methyl)amino)-2-methylbutanoic acid",,CC[C@@](C)(C(=O)O)N(C)C(=O)C1C[C@H]2CC[C@H]2C1,
26051,C[C@]1(NC(=O)CC[C@@H]2CC2(F)F)C[C@@H](NC(=O)[C@@H]2CCC(=O)N2)C1,"3-((1R)-2,2-difluorocyclopropyl)-N-(1-methyl-3-((2S)-5-oxopyrrolidin-2-ylcarbonylamino)cyclobutyl)propanamide",FC1([C@@H](C1)CCC(=O)NC1(CC(C1)NC(=O)[C@H]1NC(CC1)=O)C)F,C[C@]1(NC(=O)CC[C@@H]2CC2(F)F)C[C@@H](NC(=O)C2CCC(=O)N2)C1,CC1(NC(=O)CC[C@@H]2CC2(F)F)CC(NC(=O)C2CCC(=O)N2)C1
26187,O=C(C[C@H]1CCCCO1)NCc1n[nH]c2c1CN(C(=O)[C@@H]1CC13CCCC3)CC2,"2-((2R)-oxan-2-yl)-N-((3-((1R)-spiro[2.4]heptan-1-ylmethyl)-3,7,8-triazabicyclo[4.3.0]nona-1(6),8-dien-9-yl)carbonyl)acetamide",O1[C@H](CCCC1)CC(=O)NC(=O)C1=NNC=2CCN(CC12)C[C@@H]1CC12CCCC2,O=C(C[C@H]1CCCCO1)NCc1[nH]nc2c1CN(C(=O)C1CC13CCCC3)CC2,O=C(C[C@H]1CCCCO1)NC(=O)c1[nH]nc2c1CN(C[C@@H]1CC13CCCC3)CC2
26195,CC1CC(C(=O)N[C@@H]2CCCC[C@H]2NC(=O)[C@@H](F)c2cccc(F)c2)C1,"N-((1R,2R)-2-((1S)-fluoro(3-fluorophenyl)methylcarbonylamino)cyclohexyl)-3-methylcyclobutanecarboxamide",,CC1CC(C(=O)N[C@@H]2CCCC[C@H]2NC(=O)C(F)c2cccc(F)c2)C1,
26278,O=C(NC[C@H]1[C@@H]2CN(C(=O)C=Cc3cc[nH]c3)C[C@H]12)c1ccc2ncsc2c1,"N-(((1R,5S,6S)-3-(1-oxo-3-(1H-pyrrol-3-yl)prop-2-en-1-yl)-3-azabicyclo[3.1.0]hexan-6-yl)methyl)benzothiazole-6-carboxamide",,O=C(NC[C@@H]1[C@H]2CN(C(=O)C=Cc3cc[nH]c3)C[C@@H]12)c1ccc2ncsc2c1,
26294,C=CC[C@H](CC(=O)N1C[C@@H]2[C@@H](CO)[C@@H]2C1)NC(=O)Cn1nnc(C)n1,"N-((3R)-1-((1R,5S,6R)-6-(hydroxymethyl)-3-azabicyclo[3.1.0]hexan-3-yl)-1-oxohex-5-en-3-yl)-2-(5-methyl-2H-tetrazol-2-yl)acetamide",,C=CC[C@H](CC(=O)N1C[C@@H]2[C@@H](CO)[C@@H]2C1)NC(=O)Cn1nnc(C)n1,
26296,Cc1ccncc1C=CC(=O)NC[C@]1(F)C[C@H](NC(=O)CCC(C)C)C1,N-(3-fluoro-3-(2-(4-methylpyridin-3-yl)ethenylcarbonylaminomethyl)cyclobutyl)-4-methylpentanamide,FC1(CC(C1)NC(CCC(C)C)=O)CNC(=O)C=CC=1C=NC=CC1C,Cc1ccncc1C=CC(=O)NC[C@]1(F)C[C@H](NC(=O)CCC(C)C)C1,Cc1ccncc1C=CC(=O)NCC1(F)CC(NC(=O)CCC(C)C)C1
26304,O=C(NCCCOCCOCCNC(=O)C1(CO)CCOCC1)[C@@H]1C[C@@H]2C[C@@H]2C1,"N-(2-((2-((3-((1R,3R,5S)-bicyclo[3.1.0]hexan-3-ylcarbonylamino)propyl)oxy)ethyl)oxy)ethyl)-4-(hydroxymethyl)oxane-4-carboxamide",,O=C(NCCCOCCOCCNC(=O)C1(CO)CCOCC1)C1C[C@@H]2C[C@@H]2C1,
26309,CO[C@](C)(C(=O)N[C@H]1C[C@@H]2CN(C(=O)CC[C@H]3CCC(=O)NC3)C[C@@H]2C1)C1CC1,"(2S)-2-cyclopropyl-2-methoxy-N-((1R,5S,7S)-3-(1-oxo-3-((3R)-6-oxopiperidin-3-yl)propyl)-3-azabicyclo[3.3.0]octan-7-yl)propanamide",,CO[C@](C)(C(=O)N[C@H]1C[C@@H]2CN(C(=O)CC[C@H]3CCC(=O)NC3)C[C@@H]2C1)C1CC1,
26320,CC1(OCC(=O)N[C@H]2C[C@@](F)(CNC(=O)c3ccnnc3)C2)CCCC1,N-(3-fluoro-3-(pyridazin-4-ylcarbonylaminomethyl)cyclobutyl)-2-((1-methylcyclopentyl)oxy)acetamide,FC1(CC(C1)NC(COC1(CCCC1)C)=O)CNC(=O)C1=CN=NC=C1,CC1(OCC(=O)N[C@H]2C[C@@](F)(CNC(=O)c3ccnnc3)C2)CCCC1,CC1(OCC(=O)NC2CC(F)(CNC(=O)c3ccnnc3)C2)CCCC1
26340,CCn1nc(C(=O)N2C[C@@H]3[C@H](C(=O)Nc4c(Br)c(C(C)C)nn4C)[C@@H]3C2)cc1C,"(1R,5S,6S)-N-(4-bromo-1-methyl-3-(propan-2-yl)-1H-pyrazol-5-yl)-3-((1-ethyl-5-methyl-1H-pyrazol-3-yl)carbonyl)-3-azabicyclo[3.1.0]hexane-6-carboxamide",,CCn1nc(C(=O)N2C[C@@H]3C(C(=O)Nc4c(Br)c(C(C)C)nn4C)[C@@H]3C2)cc1C,
26344,COCc1nc(O)cc(N2C[C@H]3C[C@H](NC(=O)C4(N(C)C)CC4)C[C@H]3C2)n1,"1-(dimethylamino)-N-((1R,5S,7S)-3-(6-hydroxy-2-(methoxymethyl)pyrimidin-4-yl)-3-azabicyclo[3.3.0]octan-7-yl)cyclopropanecarboxamide",,COCc1nc(=O)cc(N2C[C@H]3C[C@H](NC(=O)C4(N(C)C)CC4)C[C@H]3C2)[nH]1,
26377,NC(=O)[C@@H]1COC[C@@H]1C(=O)NC1(C(=O)N(CC2CC2)CC2CC2)CCC1,"(3R,4S)-N-(1-(dicyclopropylmethylcarbamoyl)cyclobutyl)oxolane-3,4-dicarboxamide",C1(CC1)C(C1CC1)NC(=O)C1(CCC1)NC(=O)[C@H]1COC[C@H]1C(=O)N,NC(=O)C1COCC1C(=O)NC1(C(=O)N(CC2CC2)CC2CC2)CCC1,NC(=O)C1COCC1C(=O)NC1(C(=O)NC(C2CC2)C2CC2)CCC1
26386,O=C(NC[C@]1(CNC(=O)C(F)(F)CC2CC2)CC12CCC2)[C@H](F)c1ccccc1,"3-cyclopropyl-2,2-difluoro-N-(((1S)-1-((1R)-fluoro(phenyl)methylcarbonylaminomethyl)spiro[2.3]hexan-1-yl)methyl)propanamide",C1(CC1)CC(C(=O)NC[C@@]1(CC12CCC2)[C@H](NC(=O)CC2=CC=CC=C2)F)(F)F,O=C(NC[C@]1(CNC(=O)C(F)(F)CC2CC2)CC12CCC2)C(F)c1ccccc1,O=C(Cc1ccccc1)N[C@H](F)[C@@]1(CNC(=O)C(F)(F)CC2CC2)CC12CCC2
26410,CC[C@@H](CNC(=O)[C@H]1C[C@H]2[C@@H](C1)C2(C)C)NC(=O)C=C(C)C1CC1,"(1R,3S,5S)-N-((2S)-2-(2-cyclopropylprop-1-en-1-ylcarbonylamino)butyl)-6,6-dimethylbicyclo[3.1.0]hexane-3-carboxamide",,CC[C@@H](CNC(=O)C1C[C@@H]2[C@H](C1)C2(C)C)NC(=O)C=C(C)C1CC1,
26471,CC(C)C[C@H](F)C(=O)NCCC1(NC(=O)[C@H]2C[C@@H]3C[C@@H]3C2)CC1,"(2S)-N-(2-(1-((1R,3S,5S)-bicyclo[3.1.0]hexan-3-ylcarbonylamino)cyclopropyl)ethyl)-2-fluoro-4-methylpentanamide",,CC(C)CC(F)C(=O)NCCC1(NC(=O)C2C[C@@H]3C[C@@H]3C2)CC1,
26474,CN=c1[nH]cc(C(=O)NCCCN2CCN(C(=O)[C@]3(F)[C@H]4CCCC[C@H]43)CC2)o1,"N-(3-(4-(((1R,6S,7S)-7-fluorobicyclo[4.1.0]heptan-7-yl)carbonyl)piperazin-1-yl)propyl)-2-(methylimino)-1-oxa-3-azacyclopent-4-ene-5-carboxamide",,CNc1ncc(C(=O)NCCCN2CCN(C(=O)[C@@]3(F)[C@@H]4CCCC[C@@H]43)CC2)o1,
26480,N#CCCNC(=O)[C@@H](c1cccnc1)N1CC[C@@]2(C[C@H]3CC[C@H]2C3)C1,"(2R)-N-(3-nitrilopropyl)-2-(pyridin-3-yl)-2-((3R)-spiro[pyrrolidine-3,2'-bicyclo[2.2.1]heptane]-1-yl)acetamide",N#CCCNC([C@H](N1C[C@@]2(C3CCC(C2)C3)CC1)C=1C=NC=CC1)=O,N#CCCNC(=O)C(c1cccnc1)N1CC[C@@]2(C[C@H]3CC[C@H]2C3)C1,N#CCCNC(=O)C(c1cccnc1)N1CC[C@@]2(CC3CCC2C3)C1
26547,C[C@@]12C[C@H](CO1)[C@@H](C(=O)NCCN(C(=O)[C@H](O)c1ccc(F)c(Cl)c1)C1CC1)C2,"(1S,4S,5S)-N-(2-(((1R)-(3-chloro-4-fluorophenyl)(hydroxy)acetyl)(cyclopropyl)amino)ethyl)-1-methyl-2-oxabicyclo[2.2.1]heptane-5-carboxamide",,C[C@]12CC(C(=O)NCCN(C(=O)C(O)c3ccc(F)c(Cl)c3)C3CC3)[C@@H](CO1)C2,
26549,CC(C)C[C@@H](C(=O)NC1C[C@H]2C[C@@H]2C1)N(C)C(=O)CCC1(C#N)CCC1,"(2S)-N-((1R,5R)-bicyclo[3.1.0]hexan-3-yl)-4-methyl-2-((2-(1-(nitrilomethyl)cyclobutyl)propionyl)(methyl)amino)pentanamide",[C@H]12CC(C[C@H]2C1)NC([C@H](CC(C)C)N(C)C(C(C)C1(CCC1)C#N)=O)=O,CC(C)CC(C(=O)NC1C[C@H]2C[C@@H]2C1)N(C)C(=O)CCC1(C#N)CCC1,CC(C)CC(C(=O)NC1C[C@H]2C[C@@H]2C1)N(C)C(=O)C(C)C1(C#N)CCC1
26550,C[C@]1(NC(=O)[C@@H]2CN3CCCC[C@H]3CO2)C[C@H](NC(=O)c2cc(F)ccc2N)C1,"(1S,4S)-N-(3-(2-amino-5-fluorophenylcarbonylamino)-1-methylcyclobutyl)-3-oxa-6-azabicyclo[4.4.0]decane-4-carboxamide",NC1=C(C=C(C=C1)F)C(=O)NC1CC(C1)(C)NC(=O)[C@H]1OC[C@@H]2CCCCN2C1,C[C@]1(NC(=O)C2CN3CCCC[C@H]3CO2)C[C@H](NC(=O)c2cc(F)ccc2N)C1,CC1(NC(=O)C2CN3CCCC[C@H]3CO2)CC(NC(=O)c2cc(F)ccc2N)C1
26616,Cc1cc(=O)c(C(=O)N2CCC[C@@H](C(=O)N3C[C@H]4[C@H](C)[C@H]4C3)C2)c[nH]1,"2-methyl-5-(((3R)-3-(((1R,5S,6S)-6-methyl-3-azabicyclo[3.1.0]hexan-3-yl)carbonyl)piperidin-1-yl)carbonyl)-1-azacyclohexa-2,5-dien-4-one",,Cc1cc(=O)c(C(=O)N2CCCC(C(=O)N3C[C@@H]4[C@@H](C)[C@@H]4C3)C2)c[nH]1,
26648,O=C(CCc1ccc(OC(F)F)cc1)N[C@@H]1[C@H]2C[C@@H]1N(C(=O)[C@@H]1[C@H]3CCC[C@H]31)C2,"N-((1S,4S,5R)-2-(((1R,5S,6R)-bicyclo[3.1.0]hexan-6-yl)carbonyl)-2-azabicyclo[2.1.1]hexan-5-yl)-3-(4-((difluoromethyl)oxy)phenyl)propanamide",,O=C(CCc1ccc(OC(F)F)cc1)N[C@@H]1[C@H]2C[C@@H]1N(C(=O)C1[C@H]3CCC[C@@H]13)C2,
26665,COCc1ccccc1[C@H](C(=O)N[C@@H]1CCOC1)N1C[C@@H]2[C@@H](CO)[C@@H]2C1,"(2R)-2-((1R,5S,6R)-6-(hydroxymethyl)-3-azabicyclo[3.1.0]hexan-3-yl)-2-(2-(methoxymethyl)phenyl)-N-((3R)-oxolan-3-yl)acetamide",,COCc1ccccc1C(C(=O)N[C@@H]1CCOC1)N1C[C@@H]2[C@@H](CO)[C@@H]2C1,
26671,CCC[C@@H](CNC(=O)[C@]12CCC[C@H]1CCC2)NC(=O)c1ccc(C#N)[nH]1,N-((2S)-1-(bicyclo[3.3.0]octan-1-ylcarbonylamino)pentan-2-yl)-5-cyano-1H-pyrrole-2-carboxamide,C12(CCCC2CCC1)C(=O)NC[C@H](CCC)NC(=O)C=1NC(=CC1)C#N,CCC[C@@H](CNC(=O)[C@]12CCC[C@H]1CCC2)NC(=O)c1ccc(C#N)[nH]1,CCC[C@@H](CNC(=O)C12CCCC1CCC2)NC(=O)c1ccc(C#N)[nH]1
26680,Nc1ccc(C(=O)NC[C@]2(F)C[C@H](CNC(=O)c3cc(F)c[nH]3)C2)nc1Cl,5-amino-6-chloro-N-((1-fluoro-3-(4-fluoro-1H-pyrrol-2-ylcarbonylaminomethyl)cyclobutyl)methyl)pyridine-2-carboxamide,NC=1C=CC(=NC1Cl)C(=O)NCC1(CC(C1)CNC(=O)C=1NC=C(C1)F)F,Nc1ccc(C(=O)NC[C@]2(F)C[C@H](CNC(=O)c3cc(F)c[nH]3)C2)nc1Cl,Nc1ccc(C(=O)NCC2(F)CC(CNC(=O)c3cc(F)c[nH]3)C2)nc1Cl
26696,CCN(C[C@@H](C)NC(=O)c1nc(C)ncc1Cl)C(=O)[C@H](CCSC)OC,5-chloro-N-((2R)-1-(((1S)-1-methoxy-3-(methylsulfanyl)butyryl)(ethyl)amino)propan-2-yl)-2-methylpyrimidine-4-carboxamide,,CCN(C[C@@H](C)NC(=O)c1nc(C)ncc1Cl)C(=O)C(CCSC)OC,
26707,CCO[C@@H](CC)C(=O)NC(C)(C)CNC(=O)[C@@H](O)c1cccc(F)c1,(2S)-2-ethoxy-N-(2-((1S)-(3-fluorophenyl)(hydroxy)methylcarbonylaminomethyl)propan-2-yl)butanamide,C(C)O[C@H](C(=O)NC(C)(C)[C@@H](NC(=O)CO)C1=CC(=CC=C1)F)CC,CCOC(CC)C(=O)NC(C)(C)CNC(=O)C(O)c1cccc(F)c1,CCOC(CC)C(=O)NC(C)(C)[C@@H](NC(=O)CO)c1cccc(F)c1
26712,C[C@H]1CC[C@@H](C)[C@@H]1NC(=O)[C@]1(C)C[C@H](O)CN1C(=O)c1n[nH]c2c1COC2,"(2S,4S)-N-((1R,2R,5S)-2,5-dimethylcyclopentyl)-4-hydroxy-2-methyl-1-((3-oxa-6,7-diazabicyclo[3.3.0]octa-1(5),7-dien-8-yl)carbonyl)pyrrolidine-2-carboxamide",,C[C@@H]1CC[C@H](C)[C@H]1NC(=O)[C@]1(C)C[C@H](O)CN1C(=O)c1[nH]nc2c1COC2,
26725,Cc1cccc(C(=O)N2CCC[C@]23CCCN(C(=O)C(C)(C)F)CC3)c1,"2-fluoro-2-methyl-1-((5S)-1-((3-methylphenyl)carbonyl)-1,8-diazaspiro[4.6]undecan-8-yl)propan-1-one",FC(C(=O)N1CC[C@]2(CCCN2C(=O)C2=CC(=CC=C2)C)CCC1)(C)C,Cc1cccc(C(=O)N2CCC[C@]23CCCN(C(=O)C(C)(C)F)CC3)c1,Cc1cccc(C(=O)N2CCC[C@@]23CCCN(C(=O)C(C)(C)F)CC3)c1
26752,Cc1nc(Cl)ccc1NC(=O)[C@H]1[C@H]2CN(Cc3scc4c3OCCO4)C[C@H]21,"(1R,5S,6S)-N-(6-chloro-2-methylpyridin-3-yl)-3-((2,5-dioxa-8-thiabicyclo[4.3.0]nona-1(9),6-dien-7-yl)methyl)-3-azabicyclo[3.1.0]hexane-6-carboxamide",,Cc1nc(Cl)ccc1NC(=O)C1[C@H]2CN(Cc3scc4c3OCCO4)C[C@@H]12,
26767,COCc1csc(C(=O)N[C@@H]2C[C@H](O)[C@@H](NC(=O)[C@H](O)C3=CCCCC3)C2)c1,"N-((1S,3S,4S)-3-((1R)-(cyclohex-1-en-1-yl)(hydroxy)methylcarbonylamino)-4-hydroxycyclopentyl)-4-(methoxymethyl)thiophene-2-carboxamide",,COCc1csc(C(=O)N[C@H]2C[C@H](NC(=O)C(O)C3=CCCCC3)[C@@H](O)C2)c1,
26817,O=C(C1COCCO1)N1C[C@@H]2C[C@H]1CN2C(=O)[C@]1(C(F)(F)F)C[C@@H](O)C1,"1-(1,4-dioxan-2-yl)-1-((1S,4S)-5-((3-hydroxy-1-(trifluoromethyl)cyclobutyl)carbonyl)-2,5-diazabicyclo[2.2.1]heptan-2-yl)methanone",O1C(COCC1)C(=O)N1[C@@H]2CN([C@H](C1)C2)C(=O)C2(CC(C2)O)C(F)(F)F,O=C(C1COCCO1)N1C[C@@H]2C[C@H]1CN2C(=O)[C@]1(C(F)(F)F)C[C@@H](O)C1,O=C(C1COCCO1)N1C[C@@H]2C[C@H]1CN2C(=O)C1(C(F)(F)F)CC(O)C1
26826,Cc1cc(C)n([C@@H](C)C(=O)N(C)CCCN(C)C(=O)[C@@H]2[C@H]3CN(C)C[C@H]32)n1,"(2S)-2-(3,5-dimethyl-1H-pyrazol-1-yl)-N-methyl-N-(3-(((1R,5S,6R)-3-methyl-3-azabicyclo[3.1.0]hexan-6-ylcarbonyl)(methyl)amino)propyl)propanamide",,Cc1cc(C)n(C(C)C(=O)N(C)CCCN(C)C(=O)C2[C@H]3CN(C)C[C@@H]23)n1,
26835,CC(C)[C@H](C(=O)N1[C@H]2CC[C@@H]1C[C@@H](N(C)C(=O)CCCN=[N+]=[N-])C2)n1cnnc1,"4-azido-N-methyl-N-((1R,3S,5S)-8-((2R)-3-methyl-1-oxo-2-(4H-1,2,4-triazol-4-yl)butyl)-8-azabicyclo[3.2.1]octan-3-yl)butanamide",,CC(C)C(C(=O)N1[C@@H]2CC[C@H]1C[C@H](N(C)C(=O)CCCN=[N+]=[N-])C2)n1cnnc1,
26846,Cc1cncnc1C(=O)NCCN(CC1CC1)C(=O)[C@H](O)C1CCC1,N-(2-(((1R)-(cyclobutyl)(hydroxy)acetyl)(cyclopropylmethyl)amino)ethyl)-5-methylpyrimidine-4-carboxamide,,Cc1cncnc1C(=O)NCCN(CC1CC1)C(=O)C(O)C1CCC1,
26851,CN(CCCCNC(=O)c1cc(C(F)(F)F)on1)C(=O)[C@@H](C1CC1)N(C)C,N-(4-(((1R)-(cyclopropyl)(dimethylamino)acetyl)(methyl)amino)butyl)-5-(trifluoromethyl)isoxazole-3-carboxamide,,CN(CCCCNC(=O)c1cc(C(F)(F)F)on1)C(=O)C(C1CC1)N(C)C,
26860,CN(CCCCNC(=O)C1CC(=C2CCC2)C1)C(=O)[C@@H](F)C1CCOCC1,3-cyclobutylidene-N-(4-(((1S)-fluoro(oxan-4-yl)acetyl)(methyl)amino)butyl)cyclobutanecarboxamide,,CN(CCCCNC(=O)C1CC(=C2CCC2)C1)C(=O)C(F)C1CCOCC1,
26861,N#C[C@@]1(C(=O)N[C@H]2C[C@](F)(CNC(=O)c3c(Cl)cccc3Cl)C2)CCCO1,"(2R)-2-cyano-N-(3-(2,6-dichlorophenylcarbonylaminomethyl)-3-fluorocyclobutyl)oxolane-2-carboxamide",C(#N)[C@@]1(OCCC1)C(=O)NC1CC(C1)(F)CNC(=O)C1=C(C=CC=C1Cl)Cl,N#C[C@@]1(C(=O)N[C@H]2C[C@](F)(CNC(=O)c3c(Cl)cccc3Cl)C2)CCCO1,N#C[C@@]1(C(=O)NC2CC(F)(CNC(=O)c3c(Cl)cccc3Cl)C2)CCCO1
26893,Cc1nc(C)c(C(=O)NC[C@@]2(C(C)(C)C)CCN(C(=O)[C@]34C[C@H]3[C@H](C)C4)C2)[nH]1,"N-(((3S)-3-(tert-butyl)-1-(((1R,3R,4S)-3-methylbicyclo[2.1.0]pentan-1-yl)carbonyl)pyrrolidin-3-yl)methyl)-2,4-dimethyl-1H-imidazole-5-carboxamide",C(C)(C)(C)[C@]1(CN(CC1)C(=O)[C@@]12C[C@H]([C@@H]2C1)C)CNC(=O)C1=C(N=C(N1)C)C,Cc1nc(C(=O)NC[C@@]2(C(C)(C)C)CCN(C(=O)[C@@]34C[C@@H](C)[C@@H]3C4)C2)c(C)[nH]1,Cc1nc(C(=O)NC[C@@]2(C(C)(C)C)CCN(C(=O)[C@]34C[C@@H](C)[C@@H]3C4)C2)c(C)[nH]1
26906,Cc1cc(C(=O)N[C@H]2[C@@H]3CN(C(=O)C[C@@H]4CCCCO4)C[C@@H]32)ccc1C#N,"4-cyano-3-methyl-N-((1R,5S,6S)-3-(2-((2S)-oxan-2-yl)-acetyl)-3-azabicyclo[3.1.0]hexan-6-yl)benzamide",,Cc1cc(C(=O)N[C@H]2[C@@H]3CN(C(=O)C[C@@H]4CCCCO4)C[C@@H]32)ccc1C#N,
26944,CCCNC(=O)CCC(=O)NC[C@@H](C1CC1)N(C)C(=O)[C@@H](C)N1CCCCC1=O,N'-((2R)-2-cyclopropyl-2-(((1R)-1-(2-oxopiperidin-1-yl)propionyl)(methyl)amino)ethyl)-N-propylbutanediamide,,CCCNC(=O)CCC(=O)NC[C@@H](C1CC1)N(C)C(=O)C(C)N1CCCCC1=O,
26964,O=C(NC[C@@H]1[C@H]2CC[C@H](C2)N1C(=O)[C@H]1[C@H]2CC[C@H]3[C@@H](C2)C[C@H]31)c1ccoc1,"N-(((1R,3S,4S)-2-(((1S,2S,5S,6S,7R)-tricyclo[3.3.1.0^{2,7}]nonan-6-yl)carbonyl)-2-azabicyclo[2.2.1]heptan-3-yl)methyl)furan-3-carboxamide",[C@@H]12[C@@H]3CC[C@H]([C@@H]([C@@H]3C1)C(=O)N1[C@@H]3CC[C@H]([C@H]1CNC(=O)C1=COC=C1)C3)C2,O=C(NC[C@@H]1[C@H]2CC[C@H](C2)N1C(=O)C1[C@H]2CC[C@H]3[C@@H](C2)C[C@@H]13)c1ccoc1,O=C(NC[C@@H]1[C@H]2CC[C@H](C2)N1C(=O)[C@H]1[C@H]2CC[C@H]3[C@@H](C2)C[C@H]31)c1ccoc1
26987,CC(C)Oc1ccc(C(=O)NCCCN(C)C(=O)C[C@@H](C)c2cnn(C)c2)cc1,4-isopropoxy-N-(3-(((2R)-2-(1-methyl-1H-pyrazol-4-yl)butyryl)(methyl)amino)propyl)benzamide,C(C)(C)OC1=CC=C(C(=O)NCCCN(C)C([C@H](CC)C=2C=NN(C2)C)=O)C=C1,CC(C)Oc1ccc(C(=O)NCCCN(C)C(=O)C[C@@H](C)c2cnn(C)c2)cc1,CCC(C(=O)N(C)CCCNC(=O)c1ccc(OC(C)C)cc1)c1cnn(C)c1
26998,CC[C@@H](CNC(=O)CS(=O)(=O)NC1CC1)NC(=O)[C@@H]1C[C@@H]2OC(=O)O[C@@H]2C1,"2-(cyclopropylsulfamoyl)-N-((2S)-2-((1R,5S,7R)-3-oxo-2,4-dioxabicyclo[3.3.0]octan-7-ylcarbonylamino)butyl)acetamide",,CC[C@@H](CNC(=O)CS(=O)(=O)NC1CC1)NC(=O)C1C[C@@H]2OC(=O)O[C@@H]2C1,
27031,Cc1csc(C(=O)N[C@H]2C[C@@](C)(NC(=O)Cc3ccn(C)n3)C2)c1,4-methyl-N-(3-methyl-3-((1-methyl-1H-pyrazol-3-yl)methylcarbonylamino)cyclobutyl)thiophene-2-carboxamide,CC=1C=C(SC1)C(=O)NC1CC(C1)(NC(=O)CC1=NN(C=C1)C)C,Cc1csc(C(=O)N[C@H]2C[C@@](C)(NC(=O)Cc3ccn(C)n3)C2)c1,Cc1csc(C(=O)NC2CC(C)(NC(=O)Cc3ccn(C)n3)C2)c1
27114,C=C(Br)CC(=O)N[C@H]1[C@@H]2CN(C(=O)c3occc3COc3ccccc3)C[C@@H]21,"3-bromo-N-((1R,5S,6S)-3-((3-(phenoxymethyl)furan-2-yl)carbonyl)-3-azabicyclo[3.1.0]hexan-6-yl)but-3-enamide",,C=C(Br)CC(=O)N[C@H]1[C@@H]2CN(C(=O)c3occc3COc3ccccc3)C[C@@H]21,
27164,C[C@H](CNC(=O)CCCCCC#N)N(C)C(=O)CCc1ccc2c(c1)CCCO2,"6-cyano-N-((2R)-2-((2-(2-oxabicyclo[4.4.0]deca-1(6),7,9-trien-8-yl)propionyl)(methyl)amino)propyl)hexanamide",C(#N)CCCCCC(=O)NC[C@@H](C)N(C)C(C(C)C1=CC=2CCCOC2C=C1)=O,C[C@H](CNC(=O)CCCCCC#N)N(C)C(=O)CCc1ccc2c(c1)CCCO2,CC(C(=O)N(C)[C@H](C)CNC(=O)CCCCCC#N)c1ccc2c(c1)CCCO2
