index,smiles,name,opsin_smiles,std_original,std_opsin
21,Cc1cc[nH]c1C(=O)NC[C@H]1[C@@H]2CN(C(=O)[C@H](O)c3cn(C)nc3C)C[C@H]12,"N-(((1R,5S,6S)-3-((2R)-2-(1,3-dimethyl-1H-pyrazol-4-yl)-2-hydroxy-acetyl)-3-azabicyclo[3.1.0]hexan-6-yl)methyl)-3-methyl-1H-pyrrole-2-carboxamide",,Cc1cc[nH]c1C(=O)NC[C@@H]1[C@H]2CN(C(=O)C(O)c3cn(C)nc3C)C[C@@H]12,
51,CN(C[C@@]1(O)CCCN(C(=O)[C@H]2CC23CC3)C1)C(=O)c1cscc1C(F)(F)F,N-(((3S)-3-hydroxy-1-((1S)-spiro[2.2]pentan-1-ylmethyl)piperidin-3-yl)carbonyl)-N-methyl-4-(trifluoromethyl)thiophene-3-carboxamide,O[C@@]1(CN(CCC1)C[C@H]1CC12CC2)C(=O)N(C(=O)C2=CSC=C2C(F)(F)F)C,CN(C[C@@]1(O)CCCN(C(=O)C2CC23CC3)C1)C(=O)c1cscc1C(F)(F)F,CN(C(=O)c1cscc1C(F)(F)F)C(=O)[C@]1(O)CCCN(C[C@H]2CC23CC3)C1
62,Cc1ccc(=NCCC(=O)N2CC3(CCN(C(=O)[C@@H]4[C@H]5CCCC[C@H]54)C3)C2)[nH]c1,"1-(6-(((1R,6S,7R)-bicyclo[4.1.0]heptan-7-yl)carbonyl)-2,6-diazaspiro[3.4]octan-2-yl)-3-((5-methyl-1-azacyclohexa-3,5-dien-2-ylidene)amino)propan-1-one",,Cc1ccc(NCCC(=O)N2CC3(CCN(C(=O)C4[C@H]5CCCC[C@@H]45)C3)C2)nc1,
93,Cc1cc(F)cnc1C(=O)NCC1(CNC(=O)[C@H](C2CC2)S(C)(=O)=O)CC1,N-((1-((1S)-(cyclopropyl)(methylsulfonyl)methylcarbonylaminomethyl)cyclopropyl)methyl)-5-fluoro-3-methylpyridine-2-carboxamide,C1(CC1)[C@@H](C1(CC1)CNC(=O)C1=NC=C(C=C1C)F)NC(=O)CS(=O)(=O)C,Cc1cc(F)cnc1C(=O)NCC1(CNC(=O)C(C2CC2)S(C)(=O)=O)CC1,Cc1cc(F)cnc1C(=O)NCC1([C@@H](NC(=O)CS(C)(=O)=O)C2CC2)CC1
96,CN1CCC[C@H](CC(=O)NCCN(C(=O)[C@@H](c2cccnc2)N(C)C)C2CC2)C1,N-(2-(((1R)-(dimethylamino)(pyridin-3-yl)acetyl)(cyclopropyl)amino)ethyl)-2-((3R)-1-methylpiperidin-3-yl)acetamide,,CN1CCC[C@H](CC(=O)NCCN(C(=O)C(c2cccnc2)N(C)C)C2CC2)C1,
102,Cc1cc(Br)ccc1C(=O)N[C@H]1C[C@@](C)(NC(=O)COC2CCOCC2)C1,4-bromo-2-methyl-N-(3-methyl-3-(((oxan-4-yl)oxy)methylcarbonylamino)cyclobutyl)benzamide,BrC1=CC(=C(C(=O)NC2CC(C2)(NC(=O)COC2CCOCC2)C)C=C1)C,Cc1cc(Br)ccc1C(=O)N[C@H]1C[C@@](C)(NC(=O)COC2CCOCC2)C1,Cc1cc(Br)ccc1C(=O)NC1CC(C)(NC(=O)COC2CCOCC2)C1
119,O=C(c1cccnc1O)N(c1ncnc2ccc(F)cc12)[C@H]1C[C@@H]2CC[C@H](C1)N2,"N-((1R,3S,5S)-8-azabicyclo[3.2.1]octan-3-yl)-N-(8-fluoro-2,4-diazabicyclo[4.4.0]deca-1,3,5,7,9-pentaen-5-yl)-2-hydroxypyridine-3-carboxamide",,O=C(c1ccc[nH]c1=O)N(c1ncnc2ccc(F)cc12)[C@@H]1C[C@H]2CC[C@@H](C1)N2,
128,O=C(COC1CC1)N[C@H]1C[C@@](NC(=O)c2ccc(O)c(F)c2)(c2ccccc2)C1,2-(cyclopropoxy)-N-(3-(3-fluoro-4-hydroxyphenylcarbonylamino)-3-phenylcyclobutyl)acetamide,C1(CC1)OCC(=O)NC1CC(C1)(C1=CC=CC=C1)NC(=O)C1=CC(=C(C=C1)O)F,O=C(COC1CC1)N[C@H]1C[C@@](NC(=O)c2ccc(O)c(F)c2)(c2ccccc2)C1,O=C(COC1CC1)NC1CC(NC(=O)c2ccc(O)c(F)c2)(c2ccccc2)C1
177,CCSc1ccc(C(=O)NC[C@]2(F)C[C@H](CNC(=O)C[C@H]3CCC(=O)O3)C2)cc1,4-(ethylsulfanyl)-N-((1-fluoro-3-(((2R)-5-oxooxolan-2-yl)methylcarbonylaminomethyl)cyclobutyl)methyl)benzamide,C(C)SC1=CC=C(C(=O)NCC2(CC(C2)CNC(=O)C[C@@H]2OC(CC2)=O)F)C=C1,CCSc1ccc(C(=O)NC[C@]2(F)C[C@H](CNC(=O)C[C@H]3CCC(=O)O3)C2)cc1,CCSc1ccc(C(=O)NCC2(F)CC(CNC(=O)C[C@H]3CCC(=O)O3)C2)cc1
219,N=c1nc(CCC(=O)NC[C@H]2C[C@@H]3CC[C@H](C2)N3C(=O)CCC(F)(F)F)[nH][nH]1,"3-(5-imino-1,2,4-triazacyclopent-3-en-3-yl)-N-(((1R,3S,5S)-8-(4,4,4-trifluoro-butyryl)-8-azabicyclo[3.2.1]octan-3-yl)methyl)propanamide",,Nc1n[nH]c(CCC(=O)NC[C@@H]2C[C@H]3CC[C@@H](C2)N3C(=O)CCC(F)(F)F)n1,
228,COc1cccc(C(=O)N2C[C@H]3[C@H](CN(C)C(=O)[C@H]4CC45CCCC5)[C@H]3C2)c1,"(1S)-N-(((1R,5S,6S)-3-((3-methoxyphenyl)carbonyl)-3-azabicyclo[3.1.0]hexan-6-yl)methyl)-N-methylspiro[2.4]heptane-1-carboxamide",,COc1cccc(C(=O)N2C[C@@H]3[C@@H](CN(C)C(=O)C4CC45CCCC5)[C@@H]3C2)c1,
231,CCN(OC)C(=O)CNC(=O)[C@H](NC(=O)CNC(=O)C1CC1)c1ccnn1C,2-((1R)-(cyclopropylcarbonylaminomethylcarbonylamino)(1-methyl-1H-pyrazol-5-yl)methylcarbonylamino)-N-ethyl-N-methoxyacetamide,,CCN(OC)C(=O)CNC(=O)C(NC(=O)CNC(=O)C1CC1)c1ccnn1C,
275,CCCO[C@H](C(=O)NCc1nc(C)c(C(=O)O)c(C)n1)c1ccc(F)cc1C,"2-((1S)-(4-fluoro-2-methylphenyl)(propoxy)methylcarbonylaminomethyl)-4,6-dimethylpyrimidine-5-carboxylic acid",FC1=CC(=C(C=C1)[C@@H](C1=NC(=C(C(=N1)C)C(=O)O)C)NC(=O)COCCC)C,CCCOC(C(=O)NCc1nc(C)c(C(=O)O)c(C)n1)c1ccc(F)cc1C,CCCOCC(=O)N[C@H](c1nc(C)c(C(=O)O)c(C)n1)c1ccc(F)cc1C
289,Cc1sc(-c2ccccc2)nc1C(=O)N(C)[C@@H](C)CN(C)C(=O)[C@]12C[C@@H](C)[C@H]1C2,"5,N-dimethyl-N-((2S)-1-(((1S,3R,4R)-3-methylbicyclo[2.1.0]pentan-1-ylcarbonyl)(methyl)amino)propan-2-yl)-2-phenylthiazole-4-carboxamide",CC1=C(N=C(S1)C1=CC=CC=C1)C(=O)N([C@H](CN(C)C(=O)[C@]12C[C@H]([C@H]2C1)C)C)C,Cc1sc(-c2ccccc2)nc1C(=O)N(C)[C@@H](C)CN(C)C(=O)[C@]12C[C@@H](C)[C@H]1C2,Cc1sc(-c2ccccc2)nc1C(=O)N(C)[C@@H](C)CN(C)C(=O)[C@@]12C[C@@H](C)[C@H]1C2
338,CCc1nccnc1C(=O)N[C@]1(CNC(=O)C(F)(F)C2CC2)CC2CCC1CC2,N-((2R)-2-((cyclopropyl)difluoromethylcarbonylaminomethyl)bicyclo[2.2.2]octan-2-yl)-3-ethylpyrazine-2-carboxamide,C1(CC1)C([C@@]1(C2CCC(C1)CC2)NC(=O)C2=NC=CN=C2CC)NC(=O)C(F)F,CCc1nccnc1C(=O)N[C@]1(CNC(=O)C(F)(F)C2CC2)CC2CCC1CC2,CCc1nccnc1C(=O)N[C@]1(C(NC(=O)C(F)F)C2CC2)CC2CCC1CC2
352,CC[C@@H](C(=O)NCc1noc(C(C)C)n1)N(C)C(=O)[C@@H](CC)N(CC)CC,"(2S)-2-(((1R)-1-(diethylamino)butyryl)(methyl)amino)-N-((5-(propan-2-yl)-1-oxa-2,4-diazacyclopenta-2,4-dien-3-yl)methyl)butanamide",,CCC(C(=O)N(C)C(CC)C(=O)NCc1noc(C(C)C)n1)N(CC)CC,
471,Cc1ccc(C(=O)N[C@@H]2[C@H]3CC[C@@H]2CN(C(=O)c2coc4ccccc24)C3)cc1,"N-((1R,5S,8R)-3-((1-benzofuran-3-yl)carbonyl)-3-azabicyclo[3.2.1]octan-8-yl)-4-methylbenzene-1-carboxamide",,Cc1ccc(C(=O)N[C@H]2[C@@H]3CC[C@H]2CN(C(=O)c2coc4ccccc24)C3)cc1,
491,Cc1cc(-n2cncn2)ccc1C(=O)N(C)CCCN(C)C(=O)[C@H](C)SC(C)C,"2,N-dimethyl-N-(3-(((1S)-1-((propan-2-yl)sulfanyl)propionyl)(methyl)amino)propyl)-4-(1H-1,2,4-triazol-1-yl)benzamide",,Cc1cc(-n2cncn2)ccc1C(=O)N(C)CCCN(C)C(=O)C(C)SC(C)C,
493,CC(=O)c1cncc(C(=O)N2C[C@@H](NC(=O)[C@@H]3[C@H]4CCCC[C@H]43)C3(CCC3)C2)c1,"(1R,6S,7R)-N-((8S)-6-((5-(acetyl)pyridin-3-yl)carbonyl)-6-azaspiro[3.4]octan-8-yl)bicyclo[4.1.0]heptane-7-carboxamide",,CC(=O)c1cncc(C(=O)N2C[C@@H](NC(=O)C3[C@H]4CCCC[C@@H]34)C3(CCC3)C2)c1,
497,COCCC(=O)N(CCF)[C@H]1CCCN(C(=O)C2(Cc3cnn[nH]3)CCCC2)C1,"N-(2-fluoroethyl)-3-methoxy-N-((3S)-1-((1-((1H-1,2,3-triazol-5-yl)carbonyl)cyclopentyl)methyl)piperidin-3-yl)propanamide",FCCN(C(CCOC)=O)[C@@H]1CN(CCC1)CC1(CCCC1)C(=O)C1=CN=NN1,COCCC(=O)N(CCF)[C@H]1CCCN(C(=O)C2(Cc3c[nH]nn3)CCCC2)C1,COCCC(=O)N(CCF)[C@H]1CCCN(CC2(C(=O)c3c[nH]nn3)CCCC2)C1
574,CCc1cccc(CC)c1C(=O)N1C[C@H]2[C@H](CNC(=O)C(C)(C)C3CCC3)[C@H]2C1,"2-cyclobutyl-N-(((1R,5S,6S)-3-((2,6-diethylphenyl)carbonyl)-3-azabicyclo[3.1.0]hexan-6-yl)methyl)-2-methylpropanamide",,CCc1cccc(CC)c1C(=O)N1C[C@@H]2[C@@H](CNC(=O)C(C)(C)C3CCC3)[C@@H]2C1,
578,C[C@]1(CC(=O)N[C@]2(C)C[C@H](NC(=O)[C@@H]3CC34CCC4)C2)CC1(Cl)Cl,"2-((1S)-2,2-dichloro-1-methylcyclopropyl)-N-(1-methyl-3-((1R)-spiro[2.3]hexan-1-ylcarbonylamino)cyclobutyl)acetamide",ClC1([C@@](C1)(C)CC(=O)NC1(CC(C1)NC(=O)[C@@H]1CC12CCC2)C)Cl,C[C@]1(CC(=O)N[C@]2(C)C[C@H](NC(=O)C3CC34CCC4)C2)CC1(Cl)Cl,CC1(NC(=O)C[C@@]2(C)CC2(Cl)Cl)CC(NC(=O)C2CC23CCC3)C1
598,C[C@H]1CC[C@H](C(=O)N[C@@H]2[C@H]3CCC[C@H]32)N(C(=O)c2ccc(C#N)s2)C1,"(2R,5S)-N-((1R,5S,6R)-bicyclo[3.1.0]hexan-6-yl)-5-methyl-1-((5-(nitrilomethyl)thiophen-2-yl)carbonyl)piperidine-2-carboxamide",,C[C@H]1CCC(C(=O)N[C@H]2[C@@H]3CCC[C@@H]32)N(C(=O)c2ccc(C#N)s2)C1,
649,CCN(C[C@H](C)NC(=O)[C@@H]1CCC(C)(C)OC1)C(=O)CCc1c(F)cccc1F,"(3R)-N-((2S)-1-((2-(2,6-difluorophenyl)propionyl)(ethyl)amino)propan-2-yl)-6,6-dimethyloxane-3-carboxamide",FC1=C(C(=CC=C1)F)C(C(=O)N(C[C@H](C)NC(=O)[C@H]1COC(CC1)(C)C)CC)C,CCN(C[C@H](C)NC(=O)C1CCC(C)(C)OC1)C(=O)CCc1c(F)cccc1F,CCN(C[C@H](C)NC(=O)C1CCC(C)(C)OC1)C(=O)C(C)c1c(F)cccc1F
662,CN(CC(=O)N[C@@H]1CCC[C@H]1NC(=O)[C@H]1C[C@@H]2C[C@@H]2C1)C1CCC1,"N-((1R,2R)-2-((1R,3S,5S)-bicyclo[3.1.0]hexan-3-ylcarbonylamino)cyclopentyl)-2-((cyclobutyl)(methyl)amino)acetamide",,CN(CC(=O)N[C@@H]1CCC[C@H]1NC(=O)C1C[C@@H]2C[C@@H]2C1)C1CCC1,
667,CO[C@]1(C(F)F)C[C@H](COC(=O)[C@]23C[C@H]2CS(=O)(=O)C3)C1,"(3-(difluoromethyl)-3-methoxycyclobutyl)methyl (1S,5R)-3,3-dioxo-3lambda^6-thiabicyclo[3.1.0]hexane-1-carboxylate",O=S1(C[C@]2(C[C@H]2C1)C(=O)OCC1CC(C1)(OC)C(F)F)=O,CO[C@]1(C(F)F)C[C@H](COC(=O)[C@]23C[C@H]2CS(=O)(=O)C3)C1,COC1(C(F)F)CC(COC(=O)[C@]23C[C@H]2CS(=O)(=O)C3)C1
676,Cc1cccnc1C(=O)N1[C@H]2CC[C@@H]1C[C@@H](NC(=O)[C@@H]1CCC(=O)N1C(C)C)C2,"(2S)-N-((1R,3S,5S)-8-((3-methylpyridin-2-yl)carbonyl)-8-azabicyclo[3.2.1]octan-3-yl)-5-oxo-1-(propan-2-yl)pyrrolidine-2-carboxamide",,Cc1cccnc1C(=O)N1[C@@H]2CC[C@H]1C[C@H](NC(=O)C1CCC(=O)N1C(C)C)C2,
795,C[C@@H](CN(C)C(=O)CCN(C)C(=O)CCn1cccn1)c1nn[nH]n1,N-methyl-3-((2-(1H-pyrazol-1-yl)propionyl)(methyl)amino)-N-((2S)-2-(2H-tetrazol-5-yl)propyl)propanamide,CN(C(CCN(C)C(C(C)N1N=CC=C1)=O)=O)C[C@H](C)C=1N=NNN1,C[C@@H](CN(C)C(=O)CCN(C)C(=O)CCn1cccn1)c1nn[nH]n1,CC(C(=O)N(C)CCC(=O)N(C)C[C@H](C)c1nn[nH]n1)n1cccn1
867,CC(C)(C)OC(=O)N1CCN2[C@H](C(=O)OCCCc3cccc(F)c3)CC[C@@H]2C1,"3-(3-fluorophenyl)propyl tert-butyl (6R,9S)-1,4-diazabicyclo[4.3.0]nonane-4,9-dicarboxylate",N12CCN(C[C@H]2CC[C@H]1C(=O)OC(C)(C)C)C(=O)OCCCC1=CC(=CC=C1)F,CC(C)(C)OC(=O)N1CCN2C(C(=O)OCCCc3cccc(F)c3)CC[C@@H]2C1,CC(C)(C)OC(=O)C1CC[C@@H]2CN(C(=O)OCCCc3cccc(F)c3)CCN12
869,CCc1cccc(C(=O)N[C@@H](CC)CN(C)C(=O)CC[C@H]2CCCOC2)n1,6-ethyl-N-((2S)-1-((2-((3R)-oxan-3-yl)propionyl)(methyl)amino)butan-2-yl)pyridine-2-carboxamide,C(C)C1=CC=CC(=N1)C(=O)N[C@H](CN(C)C(C(C)[C@@H]1COCCC1)=O)CC,CCc1cccc(C(=O)N[C@@H](CC)CN(C)C(=O)CC[C@H]2CCCOC2)n1,CCc1cccc(C(=O)N[C@@H](CC)CN(C)C(=O)C(C)[C@H]2CCCOC2)n1
893,COC(=O)CN(C(=O)[C@@H](C)c1ccc(F)cc1F)c1ccccc1,"methyl 2-(((1S)-1-(2,4-difluorophenyl)propionyl)(phenyl)amino)acetate",,COC(=O)CN(C(=O)C(C)c1ccc(F)cc1F)c1ccccc1,
909,O=C(N[C@@H]1[C@@H]2CN(C(=O)CO)C[C@@H]21)c1ccc(N2C(=O)C=CC2=O)cc1,"4-(2,5-dioxo-2,5-dihydro-1H-pyrrol-1-yl)-N-((1R,5S,6R)-3-(2-hydroxy-acetyl)-3-azabicyclo[3.1.0]hexan-6-yl)benzamide",,O=C(N[C@@H]1[C@@H]2CN(C(=O)CO)C[C@@H]21)c1ccc(N2C(=O)C=CC2=O)cc1,
1017,Cc1nccn1[C@@H](C)C(=O)N[C@H]1C[C@@](C)(NC(=O)Cc2cnns2)C1,"(2S)-2-(2-methyl-1H-imidazol-1-yl)-N-(3-methyl-3-((1-thia-2,3-diazacyclopenta-2,4-dien-5-yl)methylcarbonylamino)cyclobutyl)propanamide",CC=1N(C=CN1)[C@H](C(=O)NC1CC(C1)(NC(=O)CC1=CN=NS1)C)C,Cc1nccn1C(C)C(=O)N[C@H]1C[C@@](C)(NC(=O)Cc2cnns2)C1,Cc1nccn1C(C)C(=O)NC1CC(C)(NC(=O)Cc2cnns2)C1
1044,COC(=O)[C@H](C)NC(=O)[C@H](c1cc2cccnc2o1)N1C[C@H]2CSC[C@@H](C2)C1,"methyl (2S)-2-((1S)-(7-oxa-5-azabicyclo[4.3.0]nona-1,3,5,8-tetraen-8-yl)((1S,5S)-3-thia-7-azabicyclo[3.3.1]nonan-7-yl)methylcarbonylamino)propanoate",,COC(=O)C(C)NC(=O)C(c1cc2cccnc2o1)N1C[C@H]2CSC[C@@H](C2)C1,
1050,C=CCC1(C(=O)N2[C@H]3CC[C@@H]2C[C@@H](NC(=O)C=CC)C3)CC=CC1,"N-((1R,3S,5S)-8-((1-(prop-2-en-1-yl)cyclopent-3-en-1-yl)carbonyl)-8-azabicyclo[3.2.1]octan-3-yl)but-2-enamide",,C=CCC1(C(=O)N2[C@@H]3CC[C@H]2C[C@H](NC(=O)C=CC)C3)CC=CC1,
1127,C[C@@H](O)CC(=O)N1C[C@H]2[C@H](CC(=O)N(C)[C@H](C)C3CCCC3)[C@H]2C1,"N-((1R)-1-cyclopentylethyl)-2-((1R,5S,6S)-3-((3R)-3-hydroxy-butyryl)-3-azabicyclo[3.1.0]hexan-6-yl)-N-methylacetamide",,C[C@H](C1CCCC1)N(C)C(=O)C[C@@H]1[C@H]2CN(C(=O)C[C@@H](C)O)C[C@@H]12,
1142,C=C[C@H](NC1(c2nnnn2CCCC2CC2)CC(C#N)(CCOC)C1)C1CCC1,3-(((1R)-1-cyclobutylprop-2-en-1-yl)amino)-3-(1-(3-cyclopropylpropyl)-1H-tetrazol-5-yl)-1-(2-methoxyethyl)cyclobutanecarbonitrile,C1(CCC1)[C@@H](C=C)NC1(CC(C1)(C#N)CCOC)C1=NN=NN1CCCC1CC1,C=C[C@H](NC1(c2nnnn2CCCC2CC2)CC(C#N)(CCOC)C1)C1CCC1,C=C[C@@H](NC1(c2nnnn2CCCC2CC2)CC(C#N)(CCOC)C1)C1CCC1
1169,C[C@H](CCNC(=O)[C@]12COC[C@H]1C2)N(C)C(=O)CCOc1ccccc1Cl,"(1S,5S)-N-((3R)-3-((2-((2-chlorophenyl)oxy)propionyl)(methyl)amino)butyl)-3-oxabicyclo[3.1.0]hexane-1-carboxamide",ClC1=C(C=CC=C1)OC(C(=O)N([C@@H](CCNC(=O)[C@@]12COC[C@H]2C1)C)C)C,C[C@H](CCNC(=O)[C@]12COC[C@H]1C2)N(C)C(=O)CCOc1ccccc1Cl,CC(Oc1ccccc1Cl)C(=O)N(C)[C@H](C)CCNC(=O)[C@]12COC[C@H]1C2
1203,CNc1cnc(C(=O)N2C[C@H](C(=O)N3CCC[C@]4(C3)C[C@H](O)C4)[C@@H](OC)C2)cn1,"1-((3S,4R)-3-((2-hydroxy-6-azaspiro[3.5]nonan-6-yl)carbonyl)-4-methoxypyrrolidin-1-yl)-1-(5-(methylamino)pyrazin-2-yl)methanone",OC1CC2(C1)CN(CCC2)C(=O)[C@H]2CN(C[C@@H]2OC)C(=O)C2=NC=C(N=C2)NC,CNc1cnc(C(=O)N2CC(C(=O)N3CCC[C@]4(C3)C[C@H](O)C4)[C@@H](OC)C2)cn1,CNc1cnc(C(=O)N2CC(C(=O)N3CCCC4(CC(O)C4)C3)[C@@H](OC)C2)cn1
1213,C=C1CC[C@H]1C(=O)NC1(CNC(=O)[C@@H](F)c2ccc(F)cc2)CCCC1,(1R)-N-(1-((1S)-fluoro(4-fluorophenyl)methylcarbonylaminomethyl)cyclopentyl)-2-methylidenecyclobutanecarboxamide,F[C@@H](C1(CCCC1)NC(=O)[C@H]1C(CC1)=C)NC(=O)CC1=CC=C(C=C1)F,C=C1CCC1C(=O)NC1(CNC(=O)C(F)c2ccc(F)cc2)CCCC1,C=C1CCC1C(=O)NC1([C@H](F)NC(=O)Cc2ccc(F)cc2)CCCC1
1279,C[C@@H](O)CN(C(=O)CC(C)(C)N(C)C(=O)C[C@@H]1C[C@H]2C[C@H]2C1)C1CC1,"3-((((1R,3R,5S)-bicyclo[3.1.0]hexan-3-yl)acetyl)(methyl)amino)-N-cyclopropyl-N-((2R)-2-hydroxypropyl)-3-methylbutanamide",,C[C@@H](O)CN(C(=O)CC(C)(C)N(C)C(=O)C[C@H]1C[C@@H]2C[C@@H]2C1)C1CC1,
1389,C[C@@H](C(=O)N1C[C@H]2[C@H](CC(=O)N3CC(c4nn[nH]n4)C3)[C@H]2C1)c1cc[nH]n1,"(2R)-1-((1R,5S,6S)-6-(2-oxo-2-(3-(2H-tetrazol-5-yl)-azetidin-1-yl)ethyl)-3-azabicyclo[3.1.0]hexan-3-yl)-2-(1H-pyrazol-3-yl)propan-1-one",,CC(C(=O)N1C[C@@H]2[C@@H](CC(=O)N3CC(c4nn[nH]n4)C3)[C@@H]2C1)c1cc[nH]n1,
1440,O=C(NC[C@@H]1C=CCC1)c1cc(CNC(=O)[C@H]2C[C@@H]3CCC[C@@H]3C2)on1,"5-((1R,3S,5S)-bicyclo[3.3.0]octan-3-ylcarbonylaminomethyl)-N-(((1S)-cyclopent-2-en-1-yl)methyl)isoxazole-3-carboxamide",,O=C(NC[C@@H]1C=CCC1)c1cc(CNC(=O)C2C[C@H]3CCC[C@H]3C2)on1,
1445,O=C(N[C@H]1C[C@H]2COC[C@H](C2)C1)[C@@H]1C[C@@]12CCN(C(=O)c1ccc(F)cn1)C2,"(1R,3R)-5-((5-fluoropyridin-2-yl)carbonyl)-N-((1R,5S,7S)-3-oxabicyclo[3.3.1]nonan-7-yl)-5-azaspiro[2.4]heptane-1-carboxamide",,O=C(N[C@@H]1C[C@@H]2COC[C@@H](C2)C1)C1C[C@@]12CCN(C(=O)c1ccc(F)cn1)C2,
1456,COC(=O)[C@H](OC)C(=O)NCCC1CN(C(=O)c2cnn(C[C@@H]3CCCO3)c2)C1,methyl (2R)-2-methoxy-2-((2-(1-((1-(((2S)-oxolan-2-yl)carbonyl)-1H-pyrazol-4-yl)methyl)-azetidin-3-yl)ethyl)carbamoyl)acetate,CO[C@@H](C(=O)OC)C(NCCC1CN(C1)CC=1C=NN(C1)C(=O)[C@H]1OCCC1)=O,COC(=O)C(OC)C(=O)NCCC1CN(C(=O)c2cnn(C[C@@H]3CCCO3)c2)C1,COC(=O)C(OC)C(=O)NCCC1CN(Cc2cnn(C(=O)C3CCCO3)c2)C1
1473,O=C(CN1CC(=O)NC1=O)NCC1(NC(=O)[C@H]2C[C@@H]3CC[C@@H]3C2)CCCCCC1,"N-((1-((1R,3S,5S)-bicyclo[3.2.0]heptan-3-ylcarbonylamino)cycloheptyl)methyl)-2-(2,4-dioxoimidazolidin-1-yl)acetamide",,O=C(Cn1cc(O)[nH]c1=O)NCC1(NC(=O)C2C[C@H]3CC[C@H]3C2)CCCCCC1,
1475,O=C(N[C@H]1[C@@H]2CN(C(=O)[C@@]3(F)CCOC3)C[C@@H]21)c1cnc2cccnn12,"N-((1R,5S,6S)-3-(((3R)-3-fluorooxolan-3-yl)carbonyl)-3-azabicyclo[3.1.0]hexan-6-yl)-1,2,7-triazabicyclo[4.3.0]nona-2,4,6,8-tetraene-9-carboxamide",,O=C(N[C@H]1[C@@H]2CN(C(=O)[C@@]3(F)CCOC3)C[C@@H]21)c1cnc2cccnn12,
1479,CCC(=O)N1C[C@H]2[C@H](NC(=O)CCCC(=O)c3ccc(Br)cc3)[C@H]2C1,"5-(4-bromophenyl)-5-oxo-N-((1R,5S,6S)-3-(propionyl)-3-azabicyclo[3.1.0]hexan-6-yl)pentanamide",,CCC(=O)N1C[C@@H]2[C@H](C1)[C@H]2NC(=O)CCCC(=O)c1ccc(Br)cc1,
1487,CC(C)(CNC(=O)CC1=CCCCC1)CNC(=O)[C@H](F)c1cccc(F)c1,2-(cyclohex-1-en-1-yl)-N-(2-((1R)-fluoro(3-fluorophenyl)methylcarbonylaminomethyl)-2-methylpropyl)acetamide,C1(=CCCCC1)CC(=O)NCC(C)(C)[C@H](NC(=O)CC1=CC(=CC=C1)F)F,CC(C)(CNC(=O)CC1=CCCCC1)CNC(=O)C(F)c1cccc(F)c1,CC(C)(CNC(=O)CC1=CCCCC1)[C@@H](F)NC(=O)Cc1cccc(F)c1
1498,CS(C)(=O)=NCCNC(=O)[C@H]1C[C@@H](CNC(=O)[C@@H](F)C2CCCCC2)C1,cis-3-((1S)-(cyclohexyl)fluoromethylcarbonylaminomethyl)-N-(2-((dimethyl(oxo)-lambda^6-sulfanylidene)amino)ethyl)cyclobutanecarboxamide,C1(CCCCC1)[C@@H]([C@H]1C[C@H](C1)C(=O)NCCN=S(=O)(C)C)NC(=O)CF,CS(C)(=O)=NCCNC(=O)C1CC(CNC(=O)C(F)C2CCCCC2)C1,CS(C)(=O)=NCCNC(=O)C1CC([C@@H](NC(=O)CF)C2CCCCC2)C1
1534,CCc1cccc(C(=O)NCC[C@H](C)N(C)C(=O)[C@H]2C[C@@H]3CC[C@@H]3C2)n1,"N-((3S)-3-(((1R,3S,5S)-bicyclo[3.2.0]heptan-3-ylcarbonyl)(methyl)amino)butyl)-6-ethylpyridine-2-carboxamide",,CCc1cccc(C(=O)NCC[C@H](C)N(C)C(=O)C2C[C@H]3CC[C@H]3C2)n1,
1546,Cc1cc(C(F)(F)C(=O)NC[C@@H](C)N(C)C(=O)C=Cc2ccc[nH]2)cnc1Cl,N-((2R)-1-((6-chloro-5-methylpyridin-3-yl)difluoromethylcarbonylamino)propan-2-yl)-N-methyl-3-(1H-pyrrol-2-yl)prop-2-enamide,ClC1=C(C=C(C=N1)N(C[C@@H](C)N(C(C=CC=1NC=CC1)=O)C)C(=O)C(F)F)C,Cc1cc(C(F)(F)C(=O)NC[C@@H](C)N(C)C(=O)C=Cc2ccc[nH]2)cnc1Cl,Cc1cc(N(C[C@@H](C)N(C)C(=O)C=Cc2ccc[nH]2)C(=O)C(F)F)cnc1Cl
1555,CCCCCN(CCC)CCC(=O)N[C@H]1C[C@@](F)(CNC(=O)c2cncnc2)C1,N-(3-fluoro-3-(pyrimidin-5-ylcarbonylaminomethyl)cyclobutyl)-3-((pentyl)(propyl)amino)propanamide,FC1(CC(C1)NC(CCN(CCC)CCCCC)=O)CNC(=O)C=1C=NC=NC1,CCCCCN(CCC)CCC(=O)N[C@H]1C[C@@](F)(CNC(=O)c2cncnc2)C1,CCCCCN(CCC)CCC(=O)NC1CC(F)(CNC(=O)c2cncnc2)C1
